NAME,NAME.id,NAME.name,ASSOCIATION,CLUMP,EXPERIMENT,EXPERIMENT.count,EXPERIMENT.count.active,EXPERIMENT.count.total,EXPERIMENT.date,EXPERIMENT.description,EXPERIMENT.field,EXPERIMENT.fullname,EXPERIMENT.id,EXPERIMENT.index,EXPERIMENT.name,EXPERIMENT.series,IMAGE,IMAGE.label,IMAGE.meta,IMAGE.name,INTENSITY,INTENSITY.ch1,INTENSITY.ch1.count,INTENSITY.ch1.coverage,INTENSITY.ch1.dmode,INTENSITY.ch1.kurtosis,INTENSITY.ch1.max,INTENSITY.ch1.mean,INTENSITY.ch1.mean_c,INTENSITY.ch1.mean_l,INTENSITY.ch1.mean_n,INTENSITY.ch1.median,INTENSITY.ch1.min,INTENSITY.ch1.mode,INTENSITY.ch1.signal,INTENSITY.ch1.skewness,INTENSITY.ch1.snr,INTENSITY.ch1.stdev,INTENSITY.ch1.sum,INTENSITY.ch1.threshold,INTENSITY.ch1.variation,INTENSITY.ch1.zscore,INTENSITY.ch2,INTENSITY.ch2.count,INTENSITY.ch2.coverage,INTENSITY.ch2.dmode,INTENSITY.ch2.kurtosis,INTENSITY.ch2.max,INTENSITY.ch2.mean,INTENSITY.ch2.mean_c,INTENSITY.ch2.mean_l,INTENSITY.ch2.mean_n,INTENSITY.ch2.median,INTENSITY.ch2.min,INTENSITY.ch2.mode,INTENSITY.ch2.signal,INTENSITY.ch2.skewness,INTENSITY.ch2.snr,INTENSITY.ch2.stdev,INTENSITY.ch2.sum,INTENSITY.ch2.threshold,INTENSITY.ch2.variation,INTENSITY.ch2.zscore,INTENSITY.ch3,INTENSITY.ch3.count,INTENSITY.ch3.coverage,INTENSITY.ch3.dmode,INTENSITY.ch3.kurtosis,INTENSITY.ch3.max,INTENSITY.ch3.mean,INTENSITY.ch3.mean_c,INTENSITY.ch3.mean_l,INTENSITY.ch3.mean_n,INTENSITY.ch3.median,INTENSITY.ch3.min,INTENSITY.ch3.mode,INTENSITY.ch3.signal,INTENSITY.ch3.skewness,INTENSITY.ch3.snr,INTENSITY.ch3.stdev,INTENSITY.ch3.sum,INTENSITY.ch3.threshold,INTENSITY.ch3.variation,INTENSITY.ch3.zscore,LOCATION,LOCATION.LOCATION.half,LOCATION.LOCATION.pole,LOCATION.LOCATION.side,LOCATION.center,LOCATION.dist,LOCATION.dist.center,LOCATION.dist.origin,LOCATION.half,LOCATION.half.1,LOCATION.half.2,LOCATION.pole,LOCATION.pole.1,LOCATION.pole.2,LOCATION.side,LOCATION.side.1,LOCATION.side.2,LOCATION.x,LOCATION.y,MAXIMA,MAXIMA.MAXIMA.Maxima1,MAXIMA.Maxima1,MAXIMA.Maxima1.count,MAXIMA.count,MAXIMA.count.half,MAXIMA.count.midcell,MAXIMA.count.pole,MAXIMA.count.side,MAXIMA.count.total,MEDIAL,POSITION,POSITION.channel,POSITION.frame,POSITION.position,POSITION.slice,PROFILE_MEDIAL,SHAPE,SHAPE.angularity,SHAPE.angularity.amplitude,SHAPE.angularity.count,SHAPE.angularity.max,SHAPE.angularity.mean,SHAPE.angularity.median,SHAPE.angularity.mid,SHAPE.angularity.min,SHAPE.angularity.stdev,SHAPE.angularity.sum,SHAPE.angularity.variation,SHAPE.area,SHAPE.aspectRatio,SHAPE.circularity,SHAPE.curvature,SHAPE.feret,SHAPE.feret.max,SHAPE.feret.min,SHAPE.length,SHAPE.morphology,SHAPE.orientation,SHAPE.perimeter,SHAPE.pole,SHAPE.roundness,SHAPE.sinuosity,SHAPE.solidity,SHAPE.width,SHAPE.width.amplitude,SHAPE.width.count,SHAPE.width.max,SHAPE.width.mean,SHAPE.width.median,SHAPE.width.mid,SHAPE.width.min,SHAPE.width.stdev,SHAPE.width.sum,SHAPE.width.variation,ZSCORE
b66,f7d00c5f-27b8-4edd-a891-f9fc298952a4,b66,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,12614.33,Stats[mean=12112.545 min=9460.0 max=17790.0 stdv=1971.431],90,0,10330,0.09745572,17790,12112.545,5563.133,0,-0.003684507,11680,9460,,FALSE,0.894095,1.4592868,1971.431,1090129,19318.832,0.16275944,-6.7712812,Stats[mean=7933.8887 min=6278.0 max=9466.0 stdv=730.2332],90,0.6333333,7479,-0.5422288,9466,7933.8887,1304.3896,0,0.16592272,7984,6278,,TRUE,0.049436904,1.1967554,730.2332,714050,7643.948,0.092039764,2.5716214,Stats[mean=5129.0776 min=3014.0 max=7416.0 stdv=808.32434],90,1,4870,-0.060051054,7416,5129.0776,3281.873,0,0.3815898,5166,3014,,TRUE,-0.08875083,2.77667,808.32434,461617,2881.6184,0.15759644,6.3453774,(x=42.14 y=15.77),,,,FALSE,44.996048,18.704496,44.996048,2,,,2,,,2,,,42.140713,15.773537,0,,0,,0,0,0,0,0,0,1,2,1,1,2,2,ip[width=20  height=1  bits=16  min=7560.0  max=27342.0],1,0.17712928,0.034301072,3,0.1924263,0.17712928,0.18083633,0.1924263,0.1581252,0.017448427,NaN,0.098506734,1.0726684,3.008276,0.6398885,0.3153207,2.0209506,2.0209506,0.6717969,2.045169,1,39.027485,4.589713,2,0.33439845,1.0160248,0.99719685,0.58072937,0.22044173,7,0.66997963,0.58072937,0.592726,0.66997963,0.4495379,0.08400059,NaN,0.1446467,4.476201
b67,49c971e0-19a0-4e93-ac9b-c591db0f3553,b67,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,11999.52,Stats[mean=11431.803 min=8299.0 max=18443.0 stdv=2449.9023],66,0,11134,0.77811015,18443,11431.803,6243.875,0,-0.06140387,10431,8299,,FALSE,1.2579931,1.5461847,2449.9023,754499,19318.832,0.21430586,-7.5998607,Stats[mean=7962.8184 min=6476.0 max=9462.0 stdv=716.71564],66,0.6515151,6476,-0.7830414,9462,7962.8184,1333.3193,0,0.16748479,8005,6476,,TRUE,-0.050484207,1.2011192,716.71564,525546,7643.948,0.09000778,2.6286566,Stats[mean=6962.9395 min=3419.0 max=10114.0 stdv=1955.0573],66,1,6385,-1.2633289,10114,6962.9395,5115.735,0,0.5513132,6687,3419,,TRUE,-0.021635173,3.7694468,1955.0573,459554,2881.6184,0.28078043,9.89108,(x=17.47 y=16.63),,,,FALSE,24.11963,15.352827,24.11963,2,,,2,,,2,,,17.471527,16.628359,0,,0,,0,0,0,0,0,0,1,2,1,1,2,2,ip[width=15  height=1  bits=16  min=7560.0  max=27342.0],1,0.26307854,0,1,0.26307854,0.26307854,0.26307854,0.26307854,0.26307854,NaN,NaN,NaN,0.82505196,1.907497,0.80691236,0.55832756,1.466936,1.466936,0.7690371,1.4762294,1,68.97557,3.5845315,2,0.48816773,1.025357,0.98909974,0.64447,0.22141027,4,0.7447057,0.64447,0.6549394,0.7447057,0.5232954,0.11151729,NaN,0.17303722,5.0293775
b68,31e35684-3035-4258-adf4-af434f23b175,b68,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,13514,Stats[mean=19726.75 min=18630.0 max=20834.0 stdv=900.05975],4,0.75,18630,-1.0022194,20834,19726.75,2051.0723,0,0.6419154,19748,18630,,TRUE,0.020181647,1.1160393,900.05975,78907,19318.832,0.045626357,2.4965048,Stats[mean=6835.75 min=6361.0 max=7387.0 stdv=457.09326],4,0,6361,-1.4885923,7387,6835.75,206.25098,0,0.10662797,7015,6361,,FALSE,0.19966137,1.0311111,457.09326,27343,7643.948,0.06686805,0.40662652,Stats[mean=2966.0 min=2519.0 max=3680.0 stdv=500.18463],4,0.5,2519,-0.8624858,3680,2966,1118.7954,0,0.1813975,2884,2519,,TRUE,0.82368726,1.6056695,500.18463,11864,2881.6184,0.16863945,2.1631486,(x=0.05 y=18.33),,,,FALSE,18.334635,29.442247,18.334635,2,,,2,,,2,,,0.05202338,18.33456,0,,0,,0,0,0,0,0,0,1,2,1,1,2,2,ip[width=5  height=1  bits=16  min=7560.0  max=27342.0],1,0,0,1,0,0,0,0,0,NaN,NaN,0,0.04020959,3.347498,0.5636804,0,0.43629134,0.43629134,0.13033357,0.42451927,1,170.53772,0.9467892,2,0.2689593,1,0.9976004,0,0,1,0,0,0,0,0,NaN,NaN,0,3.666722
b69,7fc30a9d-5889-4da9-9d6f-f2af15d6c9db,b69,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,13134.099,Stats[mean=12999.232 min=9504.0 max=20510.0 stdv=2544.3513],73,0.01369863,9504,-0.005688026,20510,12999.232,4676.4453,0,0.07149673,12290,9504,,FALSE,0.96478754,1.3597478,2544.3513,948943.94,19318.832,0.1957309,-5.6920314,Stats[mean=10878.5205 min=6352.0 max=16557.0 stdv=2237.5935],73,0.9726027,6352,-0.46660742,16557,10878.5205,4249.0215,0,0.32492012,10569,6352,,TRUE,0.46390167,1.6409265,2237.5935,794132,7643.948,0.20568913,8.377002,Stats[mean=6191.959 min=3280.0 max=9700.0 stdv=1548.0536],73,1,3280,-0.9932655,9700,6191.959,4344.7544,0,0.4799592,6204,3280,,TRUE,-0.09472568,3.3520699,1548.0536,452013,2881.6184,0.2500103,8.400418,(x=3.74 y=19.18),,,,FALSE,19.54326,25.683601,19.54326,2,,,2,,,2,,,3.7381916,19.182413,0,,0,,0,0,0,0,0,0,1,2,1,1,2,2,ip[width=16  height=1  bits=16  min=7560.0  max=27342.0],1,0.022962548,0,1,0.022962548,0.022962548,0.022962548,0.022962548,0.022962548,NaN,NaN,NaN,0.8927954,2.2158382,0.80785555,0.03973847,1.5381192,1.5381192,0.6941478,1.532195,1,45.423748,3.726611,2,0.48048747,1.0001475,0.9999838,0.66931564,0.045616627,4,0.6911742,0.66931564,0.67026544,0.6911742,0.6455576,0.024647234,NaN,0.036824528,4.0085387
b70,55346348-ffa8-4d44-80f3-b5152afaca6b,b70,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,12510.764,Stats[mean=15226.577 min=8529.0 max=23549.0 stdv=4751.9404],234,0.2820513,10524,-1.4528716,23549,15226.577,2449.1006,0,0.2603508,14239,8529,,FALSE,0.26850334,1.1608438,4751.9404,3563019,19318.832,0.312082,-2.980973,Stats[mean=10620.141 min=6402.0 max=20110.0 stdv=3332.2214],234,0.87606835,7650,-0.01876183,20110,10620.141,3990.6416,0,0.31096873,9260,6402,,TRUE,1.0151002,1.6019522,3332.2214,2485113,7643.948,0.31376433,7.8676023,Stats[mean=7653.6626 min=2646.0 max=14598.0 stdv=3038.0234],234,0.99572647,6836,-1.2752445,14598,7653.6626,5806.458,0,0.6152395,6937,2646,,TRUE,0.22181237,4.143376,3038.0234,1790957,2881.6184,0.3969372,11.226567,(x=1.39 y=20.21),,,,FALSE,20.261816,27.595547,20.261816,2,,,2,,,2,,,1.3936884,20.213827,0,,0,,0,0,0,0,0,0,1,2,1,1,2,2,ip[width=37  height=1  bits=16  min=7560.0  max=27342.0],1,0.1803967,0.56932837,11,0.28514618,0.1803967,0.23434632,0.12828071,0.01585076,0.096220404,NaN,0.5333823,2.7614489,3.7944436,0.48259482,0.051922224,3.8215897,3.8215897,1.0071542,3.904989,1,143.09058,8.479732,2,0.24074596,1.0236553,0.88552237,0.75285476,0.20412779,15,0.8309822,0.75285476,0.7642495,0.8309822,0.6268544,0.0712655,NaN,0.09466036,4.5693855
b71,6a5508d3-e12a-4375-8fe4-b91701387498,b71,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,13189.63,Stats[mean=13091.54 min=9381.0 max=22154.0 stdv=2930.3691],113,0.044247787,10164,0.57633716,22154,13091.54,4584.1377,0,0.07932339,12360,9381,,FALSE,1.0143554,1.3501604,2930.3691,1479344,19318.832,0.22383685,-5.579677,Stats[mean=13903.797 min=8135.0 max=18724.0 stdv=2538.2253],113,1,13484,-0.4262857,18724,13903.797,7274.298,0,0.48827198,14096,8135,,TRUE,-0.3883103,2.0972621,2538.2253,1571129,7643.948,0.18255627,14.341374,Stats[mean=8817.495 min=3559.0 max=13541.0 stdv=2381.359],113,1,8913,-0.55280584,13541,8817.495,6970.2905,0,0.7229519,8944,3559,,TRUE,-0.35293564,4.7734265,2381.359,996376.94,2881.6184,0.27007204,13.476793,(x=2.97 y=20.31),,,,FALSE,20.528427,26.054125,20.528427,2,,,2,,,2,,,2.9724803,20.312082,0,,0,,0,0,0,0,0,0,1,2,1,1,2,2,ip[width=17  height=1  bits=16  min=7560.0  max=27342.0],1,0.094189204,0,1,0.094189204,0.094189204,0.094189204,0.094189204,0.094189204,NaN,NaN,NaN,1.3182974,1.5255698,0.8893396,0.19742414,1.645483,1.645483,1.0786022,1.6388303,1,111.9964,4.3159637,2,0.6199215,1.0040364,0.9892005,0.97661144,0.27515054,4,1.0784941,0.97661144,1.0123041,1.0728557,0.80334353,0.12946399,NaN,0.13256449,3.958574
b72,6d8f3706-b74a-4a0d-85ab-5151a4b19fdf,b72,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,12327.735,Stats[mean=12109.256 min=8584.0 max=20318.0 stdv=2789.0625],90,0.011111111,8584,0.0356259,20318,12109.256,5566.422,0,-0.003963383,11053,8584,,FALSE,1.0091159,1.4596832,2789.0625,1089833,19318.832,0.23032485,-6.775285,Stats[mean=11375.422 min=7356.0 max=17500.0 stdv=2358.885],90,0.98888886,8700,-0.6542619,17500,11375.422,4745.923,0,0.35175064,11567,7356,,TRUE,0.34568208,1.7158796,2358.885,1023788,7643.948,0.20736681,9.356649,Stats[mean=6599.567 min=3602.0 max=10493.0 stdv=1727.9777],90,1,3602,-1.057267,10493,6599.567,4752.3623,0,0.5176832,6784,3602,,TRUE,0.067026556,3.572732,1727.9777,593961,2881.6184,0.26183197,9.188513,(x=5.36 y=21.14),,,,FALSE,21.80747,23.53331,21.80747,2,,,2,,,2,,,5.3558316,21.139555,0,,0,,0,0,0,0,0,0,1,2,1,1,2,2,ip[width=20  height=1  bits=16  min=7560.0  max=27342.0],1,0.28866187,0.12451271,3,0.34319583,0.28866187,0.30410668,0.30410668,0.21868312,0.063677,NaN,0.22059374,1.1211747,2.5385473,0.68375206,0.5570821,1.9337714,1.9337714,0.76176304,1.9797084,1,38.352875,4.5393353,2,0.3817448,1.0501337,0.960206,0.62807083,0.18914574,7,0.7130906,0.62807083,0.62522155,0.7130906,0.52394485,0.07755259,NaN,0.12347745,4.7340655
b73,c0504c25-4f0a-48b6-9288-8bba291c7d37,b73,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,11813.331,Stats[mean=11454.587 min=9126.0 max=16023.0 stdv=1767.4895],155,0,9684,-0.47930625,16023,11454.587,6221.091,0,-0.05947203,10877,9126,,FALSE,0.80137116,1.5431092,1767.4895,1775461,19318.832,0.15430409,-7.5721283,Stats[mean=7963.761 min=6265.0 max=10032.0 stdv=651.31177],155,0.7354839,6804,0.44150984,10032,7963.761,1334.2622,0,0.1675357,8025,6265,,TRUE,-0.009073085,1.2012614,651.31177,1234383,7643.948,0.08178444,2.6305156,Stats[mean=5510.568 min=2992.0 max=7744.0 stdv=1010.7962],155,1,3729,-0.2290965,7744,5510.568,3663.3633,0,0.4168966,5623,2992,,TRUE,-0.5156382,2.983193,1010.7962,854138,2881.6184,0.18342867,7.0829744,(x=6.20 y=27.52),,,,FALSE,28.211546,21.7002,28.211546,2,,,2,,,2,,,6.200904,27.52163,0,,0,,0,0,0,0,0,0,1,2,1,1,2,2,ip[width=32  height=1  bits=16  min=7560.0  max=27342.0],1,0.12921657,0.30000308,9,0.24720481,0.12921657,0.14213791,0.22145137,0.025966551,0.084050305,NaN,0.6504608,1.8117546,3.8332932,0.45168364,0.25209236,3.228167,3.228167,0.8421393,3.3067007,1,115.1668,7.099658,2,0.22135915,1.027024,0.87690675,0.5831417,0.18680695,13,0.65602005,0.5831417,0.60890204,0.65602005,0.4692131,0.06702201,NaN,0.11493263,5.196901
b74,956ebc37-d781-4748-9376-3a96f132938d,b74,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,12244.184,Stats[mean=11987.733 min=9578.0 max=17823.0 stdv=1786.872],124,0,9578,0.3381711,17823,11987.733,5687.9443,0,-0.014267136,11629,9578,,FALSE,1.0018082,1.4744804,1786.872,1486479,19318.832,0.14905837,-6.923198,Stats[mean=7807.1934 min=6276.0 max=9633.0 stdv=690.95776],124,0.58870965,8409,-0.42126206,9633,7807.1934,1177.6943,0,0.15908171,7957,6276,,TRUE,-0.002606282,1.1776445,690.95776,968092,7643.948,0.08850271,2.3218398,Stats[mean=4824.1934 min=2686.0 max=6476.0 stdv=811.3815],124,0.983871,5554,-0.26231387,6476,4824.1934,2976.9888,0,0.3533728,4928,2686,,TRUE,-0.38892555,2.6116183,811.3815,598200,2881.6184,0.16819008,5.755895,(x=49.27 y=36.71),,,,FALSE,61.439907,23.115957,61.439907,2,,,2,,,2,,,49.269737,36.706333,0,,0,,0,0,0,0,0,0,1,2,1,1,2,2,ip[width=29  height=1  bits=16  min=7560.0  max=27342.0],1,0.13001306,0.17158556,8,0.18492855,0.13001306,0.16174828,0.18492855,0.013342993,0.06424001,NaN,0.49410427,1.4886446,3.8896506,0.4594948,0.28364182,2.9034853,2.9034853,0.7464643,2.969474,1,11.992362,6.38058,2,0.22483394,1.0287296,0.8814481,0.53107435,0.1901392,12,0.6052499,0.53107435,0.54782724,0.6052499,0.41511068,0.06978143,NaN,0.13139671,4.809241
b75,976eeccd-9580-4b66-80e5-ec24292a7750,b75,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,12379.026,Stats[mean=12162.488 min=9317.0 max=19332.0 stdv=2228.2668],125,0,9317,0.8002144,19332,12162.488,5513.1895,0,5.50E-04,11384,9317,,FALSE,1.1772579,1.4532945,2228.2668,1520311,19318.832,0.18320814,-6.7104917,Stats[mean=7636.056 min=6312.0 max=9304.0 stdv=647.3123],125,0.504,7882,-0.3270372,9304,7636.056,1006.5571,0,0.14984104,7661,6312,,FALSE,0.05341598,1.1518301,647.3123,954507,7643.948,0.0847705,1.9844407,Stats[mean=4537.72 min=2531.0 max=6640.0 stdv=827.47565],125,0.984,4639,-0.41104317,6640,4537.72,2690.5156,0,0.3268598,4598,2531,,TRUE,-0.061869852,2.4565337,827.47565,567215,2881.6184,0.18235493,5.20201,(x=32.56 y=37.58),,,,FALSE,49.721935,10.745913,49.721935,2,,,2,,,2,,,32.555893,37.581707,0,,0,,0,0,0,0,0,0,1,2,1,1,2,2,ip[width=28  height=1  bits=16  min=7560.0  max=27342.0],1,0.25189248,0.22915086,7,0.34461838,0.25189248,0.28760183,0.28760183,0.1154675,0.087309174,NaN,0.34661287,1.4829388,2.9841065,0.47373033,0.49774998,2.7260978,2.7260978,0.913539,2.9115467,1,41.955112,6.2719264,2,0.25406832,1.0891502,0.78705436,0.5396862,0.2236476,11,0.6233382,0.5396862,0.55677134,0.6233382,0.39969063,0.07766579,NaN,0.14390917,4.6879163
b76,fb5184f9-86c7-405b-bfb8-e1533244f11b,b76,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,13547.853,Stats[mean=12788.145 min=9748.0 max=16699.0 stdv=1897.9896],90,0,12059,-0.9119847,16699,12788.145,4887.533,0,0.053598825,12720,9748,,FALSE,0.3584711,1.3821925,1897.9896,1150933,19318.832,0.1484179,-5.9489613,Stats[mean=8460.345 min=6646.0 max=9671.0 stdv=636.6376],90,0.87777776,8614,0.036675196,9671,8460.345,1830.8457,0,0.19434907,8605,6646,,TRUE,-0.6492929,1.2761666,636.6376,761431,7643.948,0.075249605,3.6095364,Stats[mean=6598.1 min=3737.0 max=9130.0 stdv=1301.6006],90,1,5521,-0.6135944,9130,6598.1,4750.8955,0,0.5175474,6866,3737,,TRUE,-0.3944644,3.5719378,1301.6006,593829,2881.6184,0.197269,9.185677,(x=16.30 y=37.21),,,,FALSE,40.628056,14.87595,40.628056,2,,,2,,,2,,,16.300753,37.21457,0,,0,,0,0,0,0,0,0,1,2,1,1,2,2,ip[width=20  height=1  bits=16  min=7560.0  max=27342.0],1,0.36790454,0.10507187,3,0.4044245,0.36790454,0.39993647,0.39993647,0.29935262,0.05941009,NaN,0.16148235,1.059169,2.4710197,0.65332156,0.6752534,1.9111328,1.9111328,0.7734187,1.9915375,1,0,4.5136104,2,0.36922717,1.0735672,0.92166716,0.58902913,0.17588285,7,0.66825074,0.58902913,0.586921,0.66825074,0.4923679,0.0720935,NaN,0.12239378,3.6362636
b77,7d846df1-a90b-4fd1-8412-6526d6d7987c,b77,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,11965.545,Stats[mean=10638.712 min=8895.0 max=12606.0 stdv=976.85754],52,0,12278,-0.75341654,12606,10638.712,7036.966,0,-0.12864915,10631,8895,,FALSE,0.35418022,1.6614491,976.85754,553213,19318.832,0.09182104,-8.565187,Stats[mean=7820.6924 min=6840.0 max=8903.0 stdv=520.20746],52,0.61538464,8042,-0.48773462,8903,7820.6924,1191.1934,0,0.1598106,7892,6840,,TRUE,-0.085116684,1.1796807,520.20746,406676,7643.948,0.0665168,2.3484533,Stats[mean=5296.6924 min=3311.0 max=6923.0 stdv=881.554],52,1,3311,-0.3379616,6923,5296.6924,3449.4878,0,0.39710248,5442,3311,,TRUE,-0.45705688,2.8674097,881.554,275428,2881.6184,0.16643481,6.669454,(x=30.41 y=37.20),,,,FALSE,48.04799,9.633137,48.04799,2,,,2,,,2,,,30.414326,37.19648,0,,0,,0,0,0,0,0,0,1,2,1,1,2,2,ip[width=18  height=1  bits=16  min=7560.0  max=27342.0],1,0.015918914,0.00307951,3,0.017963974,0.015918914,0.014908308,0.017963974,0.014884464,0.001771113,NaN,0.11125839,0.5948548,4.020862,0.5126082,0.029416358,1.7828728,1.7828728,0.44340563,1.7830105,1,146.64407,3.8187184,2,0.23827603,1.0000983,0.998676,0.36184895,0.19894134,7,0.44185972,0.36184895,0.37378114,0.44185972,0.24291839,0.07586469,NaN,0.20965843,5.059947
b78,922ddaf1-e691-48f0-9c8e-fb24cd6ba88c,b78,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:2/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,12515.833,Stats[mean=11788.522 min=8774.0 max=17540.0 stdv=2130.6292],67,0,8774,-0.21359584,17540,11788.522,5887.1553,0,-0.031158008,11363,8774,,FALSE,0.79201365,1.4993972,2130.6292,789831,19318.832,0.18073758,-7.165672,Stats[mean=8874.209 min=7527.0 max=10514.0 stdv=681.72797],67,0.98507464,8186,-0.79932916,10514,8874.209,2244.71,0,0.21669595,8890,7527,,TRUE,0.17351834,1.3385942,681.72797,594572,7643.948,0.07682127,4.425475,Stats[mean=9353.179 min=6684.0 max=12714.0 stdv=1574.2515],67,1,7787,-0.8064701,12714,9353.179,7505.974,0,0.77252924,8949,6684,,TRUE,0.4212075,5.063423,1574.2515,626663,2881.6184,0.16831192,14.512517,(x=17.20 y=37.54),,,,FALSE,41.29281,14.400299,41.29281,2,,,2,,,2,,,17.201574,37.53934,0,,0,,0,0,0,0,0,0,1,2,1,1,2,2,ip[width=17  height=1  bits=16  min=7560.0  max=27342.0],1,0.10209617,0.04723542,2,0.12571388,0.10209617,0.10209617,0.12571388,0.078478456,0.033400487,NaN,0.3271473,0.81283987,2.720449,0.6788691,0.1747943,1.7034955,1.7034955,0.6261818,1.7016848,1,153.9136,3.878952,2,0.3566425,1.0036957,0.9961908,0.5278538,0.22118223,6,0.6199236,0.5278538,0.54798275,0.6199236,0.39874136,0.09077531,NaN,0.17197055,4.5648236
