526570,166,1,4550.8042,1,500nM_I,180,LZ22323
649529,193,2,4550.8042,1,500nM_I,180,LZ22323
513253,156,3,4550.8042,1,500nM_I,180,LZ22323
814126,243,4,4550.8042,1,500nM_I,180,LZ22323
616488,184,5,4550.8042,1,500nM_I,180,LZ22323
631900,190,6,4550.8042,1,500nM_I,180,LZ22323
470161,144,7,4550.8042,1,500nM_I,180,LZ22323
930445,281,8,4550.8042,1,500nM_I,180,LZ22323
864058,272,9,4550.8042,1,500nM_I,180,LZ22323
640408,187,10,4550.8042,1,500nM_I,180,LZ22323
535457,160,11,4550.8042,1,500nM_I,180,LZ22323
197710,51,13,4550.8042,1,500nM_I,180,LZ22323
11796300,180,14,4550.8042,1,500nM_I,180,LZ22323
427339,134,15,4550.8042,1,500nM_I,180,LZ22323
7337044,153,16,4550.8042,1,500nM_I,180,LZ22323
627474,191,17,4550.8042,1,500nM_I,180,LZ22323
641890,183,18,4550.8042,1,500nM_I,180,LZ22323
467625,137,19,4550.8042,1,500nM_I,180,LZ22323
13491723,252,20,4550.8042,1,500nM_I,180,LZ22323
11538842,212,21,4550.8042,1,500nM_I,180,LZ22323
18851850,342,22,4550.8042,1,500nM_I,180,LZ22323
855085,264,23,4550.8042,1,500nM_I,180,LZ22323
10299154,214,24,4550.8042,1,500nM_I,180,LZ22323
990938,253,25,4550.8042,1,500nM_I,180,LZ22323
869490,260,26,4550.8042,1,500nM_I,180,LZ22323
1384702,280,27,4550.8042,1,500nM_I,180,LZ22323
709026,169,28,4550.8042,1,500nM_I,180,LZ22323
11389305,203,29,4550.8042,1,500nM_I,180,LZ22323
485678,143,30,4550.8042,1,500nM_I,180,LZ22323
631206,151,31,4550.8042,1,500nM_I,180,LZ22323
430123,131,32,4550.8042,1,500nM_I,180,LZ22323
544066,167,33,4550.8042,1,500nM_I,180,LZ22323
16244703,299,1,3840.87,2,500nM_I,180,LZ22323
8211114,163,2,3840.87,2,500nM_I,180,LZ22323
14395197,257,3,3840.87,2,500nM_I,180,LZ22323
738545,233,4,3840.87,2,500nM_I,180,LZ22323
404062,131,5,3840.87,2,500nM_I,180,LZ22323
688586,219,6,3840.87,2,500nM_I,180,LZ22323
5089345,124,7,3840.87,2,500nM_I,180,LZ22323
1693231,43,8,3840.87,2,500nM_I,180,LZ22323
5182673,157,9,3840.87,2,500nM_I,180,LZ22323
614956,154,10,3840.87,2,500nM_I,180,LZ22323
539241,168,11,3840.87,2,500nM_I,180,LZ22323
411233,127,12,3840.87,2,500nM_I,180,LZ22323
616795,191,13,3840.87,2,500nM_I,180,LZ22323
716267,227,14,3840.87,2,500nM_I,180,LZ22323
475366,140,15,3840.87,2,500nM_I,180,LZ22323
800765,245,16,3840.87,2,500nM_I,180,LZ22323
722608,223,17,3840.87,2,500nM_I,180,LZ22323
979093,300,18,3840.87,2,500nM_I,180,LZ22323
663749,208,19,3840.87,2,500nM_I,180,LZ22323
71474,23,20,3840.87,2,500nM_I,180,LZ22323
328067,101,21,3840.87,2,500nM_I,180,LZ22323
505861,162,22,3840.87,2,500nM_I,180,LZ22323
725705,214,24,3840.87,2,500nM_I,180,LZ22323
