3957209,165,25,3840.87,2,500nM_I,180,LZ22323
705747,144,1,6539.4864,3,500nM_I,180,LZ22323
4508259,127,2,6539.4864,3,500nM_I,180,LZ22323
796581,221,3,6539.4864,3,500nM_I,180,LZ22323
7692248,142,4,6539.4864,3,500nM_I,180,LZ22323
886120,266,5,6539.4864,3,500nM_I,180,LZ22323
4617520,139,6,6539.4864,3,500nM_I,180,LZ22323
1081230,289,7,6539.4864,3,500nM_I,180,LZ22323
617541,148,8,6539.4864,3,500nM_I,180,LZ22323
867656,247,9,6539.4864,3,500nM_I,180,LZ22323
1662537,215,10,6539.4864,3,500nM_I,180,LZ22323
576780,155,11,6539.4864,3,500nM_I,180,LZ22323
7958581,204,12,6539.4864,3,500nM_I,180,LZ22323
8900369,159,13,6539.4864,3,500nM_I,180,LZ22323
468755,144,14,6539.4864,3,500nM_I,180,LZ22323
8627558,190,15,6539.4864,3,500nM_I,180,LZ22323
2449562,186,16,6539.4864,3,500nM_I,180,LZ22323
451615,131,17,6539.4864,3,500nM_I,180,LZ22323
1009275,300,18,6539.4864,3,500nM_I,180,LZ22323
8939492,160,19,6539.4864,3,500nM_I,180,LZ22323
9804943,171,20,6539.4864,3,500nM_I,180,LZ22323
9336424,170,21,6539.4864,3,500nM_I,180,LZ22323
1677694,317,22,6539.4864,3,500nM_I,180,LZ22323
1811765,134,23,6539.4864,3,500nM_I,180,LZ22323
828574,207,24,6539.4864,3,500nM_I,180,LZ22323
477923,135,25,6539.4864,3,500nM_I,180,LZ22323
1900082,135,26,6539.4864,3,500nM_I,180,LZ22323
14502280,240,27,6539.4864,3,500nM_I,180,LZ22323
18211060,383,28,6539.4864,3,500nM_I,180,LZ22323
9571025,173,29,6539.4864,3,500nM_I,180,LZ22323
11991497,248,30,6539.4864,3,500nM_I,180,LZ22323
5978746,92,31,6539.4864,3,500nM_I,180,LZ22323
9742827,175,33,6539.4864,3,500nM_I,180,LZ22323
678128,186,34,6539.4864,3,500nM_I,180,LZ22323
937753,188,35,6539.4864,3,500nM_I,180,LZ22323
515719,154,36,6539.4864,3,500nM_I,180,LZ22323
476741,144,37,6539.4864,3,500nM_I,180,LZ22323
474661,142,38,6539.4864,3,500nM_I,180,LZ22323
560655,142,39,6539.4864,3,500nM_I,180,LZ22323
2130906,534,40,6539.4864,3,500nM_I,180,LZ22323
669087,196,41,6539.4864,3,500nM_I,180,LZ22323
486966,138,42,6539.4864,3,500nM_I,180,LZ22323
657824,168,43,6539.4864,3,500nM_I,180,LZ22323
5028212,156,44,6539.4864,3,500nM_I,180,LZ22323
1158727,159,45,6539.4864,3,500nM_I,180,LZ22323
11056405,207,1,5224.0973,4,500nM_I,180,LZ22323
10453744,189,2,5224.0973,4,500nM_I,180,LZ22323
20967401,430,3,5224.0973,4,500nM_I,180,LZ22323
2085623,147,4,5224.0973,4,500nM_I,180,LZ22323
783003,205,5,5224.0973,4,500nM_I,180,LZ22323
4579607,268,6,5224.0973,4,500nM_I,180,LZ22323
452737,141,7,5224.0973,4,500nM_I,180,LZ22323
8262526,128,8,5224.0973,4,500nM_I,180,LZ22323
559421,159,9,5224.0973,4,500nM_I,180,LZ22323
1314154,421,10,5224.0973,4,500nM_I,180,LZ22323
797310,231,11,5224.0973,4,500nM_I,180,LZ22323
1544442,434,12,5224.0973,4,500nM_I,180,LZ22323
1009117,303,13,5224.0973,4,500nM_I,180,LZ22323
457513,143,14,5224.0973,4,500nM_I,180,LZ22323
1056708,316,15,5224.0973,4,500nM_I,180,LZ22323
916364,148,16,5224.0973,4,500nM_I,180,LZ22323
3027962,231,17,5224.0973,4,500nM_I,180,LZ22323
4419298,189,18,5224.0973,4,500nM_I,180,LZ22323
444776,136,19,5224.0973,4,500nM_I,180,LZ22323
16407173,275,20,5224.0973,4,500nM_I,180,LZ22323
2256482,231,21,5224.0973,4,500nM_I,180,LZ22323
461134,148,22,5224.0973,4,500nM_I,180,LZ22323
679673,197,23,5224.0973,4,500nM_I,180,LZ22323
704873,218,24,5224.0973,4,500nM_I,180,LZ22323
14187507,227,25,5224.0973,4,500nM_I,180,LZ22323
636115,200,26,5224.0973,4,500nM_I,180,LZ22323
643654,199,27,5224.0973,4,500nM_I,180,LZ22323
664628,208,28,5224.0973,4,500nM_I,180,LZ22323
1143575,210,29,5224.0973,4,500nM_I,180,LZ22323
1104791,340,30,5224.0973,4,500nM_I,180,LZ22323
793074,251,31,5224.0973,4,500nM_I,180,LZ22323
694359,204,32,5224.0973,4,500nM_I,180,LZ22323
812909,247,33,5224.0973,4,500nM_I,180,LZ22323
908008,285,34,5224.0973,4,500nM_I,180,LZ22323
657448,190,35,5224.0973,4,500nM_I,180,LZ22323
816468,250,36,5224.0973,4,500nM_I,180,LZ22323
522317,161,37,5224.0973,4,500nM_I,180,LZ22323
960570,298,38,5224.0973,4,500nM_I,180,LZ22323
604763,185,39,5224.0973,4,500nM_I,180,LZ22323
1572996,473,40,5224.0973,4,500nM_I,180,LZ22323
685186,218,41,5224.0973,4,500nM_I,180,LZ22323
755763,231,42,5224.0973,4,500nM_I,180,LZ22323
3582571,178,43,5224.0973,4,500nM_I,180,LZ22323
1864283,287,44,5224.0973,4,500nM_I,180,LZ22323
466035,144,45,5224.0973,4,500nM_I,180,LZ22323
455352,128,46,5224.0973,4,500nM_I,180,LZ22323
379383,120,47,5224.0973,4,500nM_I,180,LZ22323
533744,158,48,5224.0973,4,500nM_I,180,LZ22323
799935,155,49,5224.0973,4,500nM_I,180,LZ22323
745338,187,50,5224.0973,4,500nM_I,180,LZ22323
722375,217,51,5224.0973,4,500nM_I,180,LZ22323
503360,156,52,5224.0973,4,500nM_I,180,LZ22323
635508,185,53,5224.0973,4,500nM_I,180,LZ22323
473878,140,54,5224.0973,4,500nM_I,180,LZ22323
541346,166,55,5224.0973,4,500nM_I,180,LZ22323
947193,227,56,5224.0973,4,500nM_I,180,LZ22323
951604,205,57,5224.0973,4,500nM_I,180,LZ22323
5426983,158,58,5224.0973,4,500nM_I,180,LZ22323
571209,165,59,5224.0973,4,500nM_I,180,LZ22323
422720,132,1,3707.9815,5,500nM_I,180,LZ22323
678740,185,2,3707.9815,5,500nM_I,180,LZ22323
542246,167,3,3707.9815,5,500nM_I,180,LZ22323
979900,301,4,3707.9815,5,500nM_I,180,LZ22323
295188,91,6,3707.9815,5,500nM_I,180,LZ22323
8686265,173,7,3707.9815,5,500nM_I,180,LZ22323
734804,223,8,3707.9815,5,500nM_I,180,LZ22323
468094,146,9,3707.9815,5,500nM_I,180,LZ22323
466302,144,10,3707.9815,5,500nM_I,180,LZ22323
684591,216,11,3707.9815,5,500nM_I,180,LZ22323
598345,185,12,3707.9815,5,500nM_I,180,LZ22323
426399,133,13,3707.9815,5,500nM_I,180,LZ22323
906644,212,14,3707.9815,5,500nM_I,180,LZ22323
464100,149,15,3707.9815,5,500nM_I,180,LZ22323
610233,186,16,3707.9815,5,500nM_I,180,LZ22323
727473,222,17,3707.9815,5,500nM_I,180,LZ22323
558865,169,18,3707.9815,5,500nM_I,180,LZ22323
8266383,132,19,3707.9815,5,500nM_I,180,LZ22323
559239,175,1,3913.0468,6,500nM_I,180,LZ22323
8357086,169,2,3913.0468,6,500nM_I,180,LZ22323
442107,134,3,3913.0468,6,500nM_I,180,LZ22323
549949,169,4,3913.0468,6,500nM_I,180,LZ22323
1196998,355,5,3913.0468,6,500nM_I,180,LZ22323
796574,246,6,3913.0468,6,500nM_I,180,LZ22323
7413365,179,7,3913.0468,6,500nM_I,180,LZ22323
526335,162,10,3913.0468,6,500nM_I,180,LZ22323
501297,157,11,3913.0468,6,500nM_I,180,LZ22323
613400,186,12,3913.0468,6,500nM_I,180,LZ22323
757706,228,13,3913.0468,6,500nM_I,180,LZ22323
640224,195,14,3913.0468,6,500nM_I,180,LZ22323
9722327,264,15,3913.0468,6,500nM_I,180,LZ22323
7411330,166,16,3913.0468,6,500nM_I,180,LZ22323
983101,299,17,3913.0468,6,500nM_I,180,LZ22323
6647918,167,18,3913.0468,6,500nM_I,180,LZ22323
1915061,260,19,3913.0468,6,500nM_I,180,LZ22323
484537,132,20,3913.0468,6,500nM_I,180,LZ22323
11677699,203,21,3913.0468,6,500nM_I,180,LZ22323
679458,206,22,3913.0468,6,500nM_I,180,LZ22323
636486,160,23,3913.0468,6,500nM_I,180,LZ22323
7972742,231,24,3913.0468,6,500nM_I,180,LZ22323
466575,148,25,3913.0468,6,500nM_I,180,LZ22323
601455,140,26,3913.0468,6,500nM_I,180,LZ22323
5657167,140,27,3913.0468,6,500nM_I,180,LZ22323
741923,229,28,3913.0468,6,500nM_I,180,LZ22323
663699,206,29,3913.0468,6,500nM_I,180,LZ22323
747157,230,30,3913.0468,6,500nM_I,180,LZ22323
