"totInt","cellArea","cellnum","bkgrdInt","frame","cond","time","strain"
1000460,346,4,1554.3688,3,"infected",60,"LZ22221"
522140,164,5,1554.3688,3,"infected",60,"LZ22221"
697723,398,6,1554.3688,3,"infected",60,"LZ22221"
905174,532,7,1554.3688,3,"infected",60,"LZ22221"
1059345,473,8,1554.3688,3,"infected",60,"LZ22221"
814185,359,9,1554.3688,3,"infected",60,"LZ22221"
1719076,159,10,1554.3688,3,"infected",60,"LZ22221"
393509,88,11,1554.3688,3,"infected",60,"LZ22221"
575776,226,12,1554.3688,3,"infected",60,"LZ22221"
391234,139,13,1554.3688,3,"infected",60,"LZ22221"
337720,207,1,1477.1837,4,"infected",60,"LZ22221"
487227,302,2,1477.1837,4,"infected",60,"LZ22221"
1257656,367,3,1477.1837,4,"infected",60,"LZ22221"
3105051,245,4,1477.1837,4,"infected",60,"LZ22221"
854938,527,5,1477.1837,4,"infected",60,"LZ22221"
376355,235,6,1477.1837,4,"infected",60,"LZ22221"
347775,164,7,1477.1837,4,"infected",60,"LZ22221"
455961,277,8,1477.1837,4,"infected",60,"LZ22221"
542251,338,9,1477.1837,4,"infected",60,"LZ22221"
227337,102,10,1477.1837,4,"infected",60,"LZ22221"
564738,235,11,1477.1837,4,"infected",60,"LZ22221"
391960,149,12,1477.1837,4,"infected",60,"LZ22221"
485385,232,13,1477.1837,4,"infected",60,"LZ22221"
1201829,386,1,1564.6405,5,"infected",60,"LZ22221"
660821,367,2,1564.6405,5,"infected",60,"LZ22221"
836423,292,3,1564.6405,5,"infected",60,"LZ22221"
1469476,420,4,1564.6405,5,"infected",60,"LZ22221"
564374,244,1,1502.772,6,"infected",60,"LZ22221"
484796,205,2,1502.772,6,"infected",60,"LZ22221"
589573,311,3,1502.772,6,"infected",60,"LZ22221"
939804,373,4,1502.772,6,"infected",60,"LZ22221"
604858,357,5,1502.772,6,"infected",60,"LZ22221"
473855,279,6,1502.772,6,"infected",60,"LZ22221"
419757,222,7,1502.772,6,"infected",60,"LZ22221"
195077,89,8,1502.772,6,"infected",60,"LZ22221"
232297,135,9,1502.772,6,"infected",60,"LZ22221"
229855,93,10,1502.772,6,"infected",60,"LZ22221"
207478,95,11,1502.772,6,"infected",60,"LZ22221"
202442,87,12,1502.772,6,"infected",60,"LZ22221"
485520,121,13,1502.772,6,"infected",60,"LZ22221"
2003613,343,1,1510.1004,7,"infected",60,"LZ22221"
1539310,522,2,1510.1004,7,"infected",60,"LZ22221"
689019,179,3,1510.1004,7,"infected",60,"LZ22221"
595459,356,4,1510.1004,7,"infected",60,"LZ22221"
562066,330,5,1510.1004,7,"infected",60,"LZ22221"
496985,298,6,1510.1004,7,"infected",60,"LZ22221"
639747,363,7,1510.1004,7,"infected",60,"LZ22221"
769088,201,8,1510.1004,7,"infected",60,"LZ22221"
537323,94,9,1510.1004,7,"infected",60,"LZ22221"
344034,201,10,1510.1004,7,"infected",60,"LZ22221"
1200448,289,11,1510.1004,7,"infected",60,"LZ22221"
354157,119,12,1510.1004,7,"infected",60,"LZ22221"
1026021,537,1,1478.9091,8,"infected",60,"LZ22221"
841793,538,2,1478.9091,8,"infected",60,"LZ22221"
342959,193,3,1478.9091,8,"infected",60,"LZ22221"
592197,241,4,1478.9091,8,"infected",60,"LZ22221"
565314,339,5,1478.9091,8,"infected",60,"LZ22221"
387883,205,6,1478.9091,8,"infected",60,"LZ22221"
135951,80,7,1478.9091,8,"infected",60,"LZ22221"
133230,77,8,1478.9091,8,"infected",60,"LZ22221"
152226,86,9,1478.9091,8,"infected",60,"LZ22221"
220264,132,10,1478.9091,8,"infected",60,"LZ22221"
244849,138,11,1478.9091,8,"infected",60,"LZ22221"
216515,125,12,1478.9091,8,"infected",60,"LZ22221"
407448,241,13,1478.9091,8,"infected",60,"LZ22221"
266516,130,14,1478.9091,8,"infected",60,"LZ22221"
402032,133,15,1478.9091,8,"infected",60,"LZ22221"
502980,130,16,1478.9091,8,"infected",60,"LZ22221"
218214,119,17,1478.9091,8,"infected",60,"LZ22221"
602487,93,18,1478.9091,8,"infected",60,"LZ22221"
1446429,176,19,1478.9091,8,"infected",60,"LZ22221"
685182,385,1,1534.2931,9,"infected",60,"LZ22221"
703196,311,2,1534.2931,9,"infected",60,"LZ22221"
761955,325,3,1534.2931,9,"infected",60,"LZ22221"
1208283,325,4,1534.2931,9,"infected",60,"LZ22221"
275162,145,5,1534.2931,9,"infected",60,"LZ22221"
502331,267,6,1534.2931,9,"infected",60,"LZ22221"
1386495,238,1,1582.2804,10,"infected",60,"LZ22221"
1484600,390,2,1582.2804,10,"infected",60,"LZ22221"
671458,373,3,1582.2804,10,"infected",60,"LZ22221"
537888,293,4,1582.2804,10,"infected",60,"LZ22221"
396783,223,5,1582.2804,10,"infected",60,"LZ22221"
417997,246,6,1582.2804,10,"infected",60,"LZ22221"
623597,344,7,1582.2804,10,"infected",60,"LZ22221"
439069,250,8,1582.2804,10,"infected",60,"LZ22221"
224245,113,9,1582.2804,10,"infected",60,"LZ22221"
349281,159,10,1582.2804,10,"infected",60,"LZ22221"
1544703,305,11,1582.2804,10,"infected",60,"LZ22221"
2123668,373,12,1582.2804,10,"infected",60,"LZ22221"
2526306,461,13,1582.2804,10,"infected",60,"LZ22221"
505902,257,1,1662.0961,2,"uninfected",120,"LZ22221"
610228,299,2,1662.0961,2,"uninfected",120,"LZ22221"
148835,72,3,1662.0961,2,"uninfected",120,"LZ22221"
182831,81,4,1662.0961,2,"uninfected",120,"LZ22221"
259625,117,5,1662.0961,2,"uninfected",120,"LZ22221"
369484,174,6,1662.0961,2,"uninfected",120,"LZ22221"
238855,111,7,1662.0961,2,"uninfected",120,"LZ22221"
205270,98,8,1662.0961,2,"uninfected",120,"LZ22221"
468005,251,1,1607.9951,3,"uninfected",120,"LZ22221"
749060,397,2,1607.9951,3,"uninfected",120,"LZ22221"
1323292,674,3,1607.9951,3,"uninfected",120,"LZ22221"
456685,228,4,1607.9951,3,"uninfected",120,"LZ22221"
605934,316,1,1633.2832,4,"uninfected",120,"LZ22221"
397597,199,2,1633.2832,4,"uninfected",120,"LZ22221"
743254,395,3,1633.2832,4,"uninfected",120,"LZ22221"
297919,148,4,1633.2832,4,"uninfected",120,"LZ22221"
334821,176,5,1633.2832,4,"uninfected",120,"LZ22221"
936705,487,6,1633.2832,4,"uninfected",120,"LZ22221"
1123331,584,7,1633.2832,4,"uninfected",120,"LZ22221"
452342,238,8,1633.2832,4,"uninfected",120,"LZ22221"
341484,143,9,1633.2832,4,"uninfected",120,"LZ22221"
468720,221,10,1633.2832,4,"uninfected",120,"LZ22221"
353315,168,11,1633.2832,4,"uninfected",120,"LZ22221"
400135,198,12,1633.2832,4,"uninfected",120,"LZ22221"
372470,179,13,1633.2832,4,"uninfected",120,"LZ22221"
615081,342,1,1611.3181,5,"uninfected",120,"LZ22221"
810898,442,2,1611.3181,5,"uninfected",120,"LZ22221"
1028506,563,3,1611.3181,5,"uninfected",120,"LZ22221"
401722,220,4,1611.3181,5,"uninfected",120,"LZ22221"
370688,207,5,1611.3181,5,"uninfected",120,"LZ22221"
340671,178,6,1611.3181,5,"uninfected",120,"LZ22221"
998238,544,7,1611.3181,5,"uninfected",120,"LZ22221"
499954,276,8,1611.3181,5,"uninfected",120,"LZ22221"
639774,336,9,1611.3181,5,"uninfected",120,"LZ22221"
809645,437,10,1611.3181,5,"uninfected",120,"LZ22221"
590253,316,11,1611.3181,5,"uninfected",120,"LZ22221"
637741,310,12,1611.3181,5,"uninfected",120,"LZ22221"
273544,126,13,1611.3181,5,"uninfected",120,"LZ22221"
322791,170,14,1611.3181,5,"uninfected",120,"LZ22221"
335382,165,15,1611.3181,5,"uninfected",120,"LZ22221"
215997,101,16,1611.3181,5,"uninfected",120,"LZ22221"
328635,169,17,1611.3181,5,"uninfected",120,"LZ22221"
603554,301,18,1611.3181,5,"uninfected",120,"LZ22221"
215892,111,19,1611.3181,5,"uninfected",120,"LZ22221"
262905,136,20,1611.3181,5,"uninfected",120,"LZ22221"
314869,164,21,1611.3181,5,"uninfected",120,"LZ22221"
262076,135,22,1611.3181,5,"uninfected",120,"LZ22221"
434817,214,23,1611.3181,5,"uninfected",120,"LZ22221"
290830,140,24,1611.3181,5,"uninfected",120,"LZ22221"
240536,107,25,1611.3181,5,"uninfected",120,"LZ22221"
687666,352,26,1611.3181,5,"uninfected",120,"LZ22221"
293283,148,27,1611.3181,5,"uninfected",120,"LZ22221"
444029,219,28,1611.3181,5,"uninfected",120,"LZ22221"
741692,409,1,1559.5333,6,"uninfected",120,"LZ22221"
422196,246,2,1559.5333,6,"uninfected",120,"LZ22221"
825782,469,3,1559.5333,6,"uninfected",120,"LZ22221"
474344,258,4,1559.5333,6,"uninfected",120,"LZ22221"
449228,242,5,1559.5333,6,"uninfected",120,"LZ22221"
1051113,545,1,1651.7187,7,"uninfected",120,"LZ22221"
412277,220,2,1651.7187,7,"uninfected",120,"LZ22221"
608748,320,3,1651.7187,7,"uninfected",120,"LZ22221"
424454,219,4,1651.7187,7,"uninfected",120,"LZ22221"
281092,138,5,1651.7187,7,"uninfected",120,"LZ22221"
340917,171,6,1651.7187,7,"uninfected",120,"LZ22221"
577574,322,1,1602.1247,8,"uninfected",120,"LZ22221"
342006,195,2,1602.1247,8,"uninfected",120,"LZ22221"
257653,141,3,1602.1247,8,"uninfected",120,"LZ22221"
823650,449,4,1602.1247,8,"uninfected",120,"LZ22221"
679828,380,5,1602.1247,8,"uninfected",120,"LZ22221"
810305,445,6,1602.1247,8,"uninfected",120,"LZ22221"
447251,249,7,1602.1247,8,"uninfected",120,"LZ22221"
445524,250,8,1602.1247,8,"uninfected",120,"LZ22221"
938829,523,9,1602.1247,8,"uninfected",120,"LZ22221"
432439,242,10,1602.1247,8,"uninfected",120,"LZ22221"
647397,360,11,1602.1247,8,"uninfected",120,"LZ22221"
278938,155,12,1602.1247,8,"uninfected",120,"LZ22221"
547580,305,13,1602.1247,8,"uninfected",120,"LZ22221"
360026,200,14,1602.1247,8,"uninfected",120,"LZ22221"
282489,151,15,1602.1247,8,"uninfected",120,"LZ22221"
305909,156,16,1602.1247,8,"uninfected",120,"LZ22221"
348946,202,17,1602.1247,8,"uninfected",120,"LZ22221"
739731,396,18,1602.1247,8,"uninfected",120,"LZ22221"
644789,347,19,1602.1247,8,"uninfected",120,"LZ22221"
390581,213,20,1602.1247,8,"uninfected",120,"LZ22221"
196517,107,21,1602.1247,8,"uninfected",120,"LZ22221"
208613,112,22,1602.1247,8,"uninfected",120,"LZ22221"
308965,170,23,1602.1247,8,"uninfected",120,"LZ22221"
371906,195,24,1602.1247,8,"uninfected",120,"LZ22221"
361428,185,25,1602.1247,8,"uninfected",120,"LZ22221"
235844,128,26,1602.1247,8,"uninfected",120,"LZ22221"
524978,290,27,1602.1247,8,"uninfected",120,"LZ22221"
245810,127,28,1602.1247,8,"uninfected",120,"LZ22221"
222789,113,29,1602.1247,8,"uninfected",120,"LZ22221"
670354,350,30,1602.1247,8,"uninfected",120,"LZ22221"
582295,291,31,1602.1247,8,"uninfected",120,"LZ22221"
497983,248,32,1602.1247,8,"uninfected",120,"LZ22221"
250146,129,33,1602.1247,8,"uninfected",120,"LZ22221"
381384,216,1,1563.626,9,"uninfected",120,"LZ22221"
206000,123,2,1563.626,9,"uninfected",120,"LZ22221"
215805,125,3,1563.626,9,"uninfected",120,"LZ22221"
989158,539,4,1563.626,9,"uninfected",120,"LZ22221"
350283,195,5,1563.626,9,"uninfected",120,"LZ22221"
314381,172,6,1563.626,9,"uninfected",120,"LZ22221"
273655,155,7,1563.626,9,"uninfected",120,"LZ22221"
470831,265,8,1563.626,9,"uninfected",120,"LZ22221"
113034,64,9,1563.626,9,"uninfected",120,"LZ22221"
67323,38,10,1563.626,9,"uninfected",120,"LZ22221"
372567,215,1,1556.3302,10,"uninfected",120,"LZ22221"
536658,307,2,1556.3302,10,"uninfected",120,"LZ22221"
608966,353,3,1556.3302,10,"uninfected",120,"LZ22221"
299159,162,4,1556.3302,10,"uninfected",120,"LZ22221"
299183,172,5,1556.3302,10,"uninfected",120,"LZ22221"
275323,139,6,1556.3302,10,"uninfected",120,"LZ22221"
251718,122,7,1556.3302,10,"uninfected",120,"LZ22221"
574997,311,8,1556.3302,10,"uninfected",120,"LZ22221"
145196,81,9,1556.3302,10,"uninfected",120,"LZ22221"
1053676,533,2,1656.8784,1,"uninfected",120,"LZ22221"
584775,314,3,1656.8784,1,"uninfected",120,"LZ22221"
854776,440,4,1656.8784,1,"uninfected",120,"LZ22221"
315547,170,1,1587.1437,2,"uninfected",120,"LZ22221"
251497,138,2,1587.1437,2,"uninfected",120,"LZ22221"
324262,175,3,1587.1437,2,"uninfected",120,"LZ22221"
637082,348,4,1587.1437,2,"uninfected",120,"LZ22221"
324184,189,5,1587.1437,2,"uninfected",120,"LZ22221"
314500,171,6,1587.1437,2,"uninfected",120,"LZ22221"
401730,222,7,1587.1437,2,"uninfected",120,"LZ22221"
608757,327,8,1587.1437,2,"uninfected",120,"LZ22221"
292486,154,9,1587.1437,2,"uninfected",120,"LZ22221"
1135538,605,10,1587.1437,2,"uninfected",120,"LZ22221"
575636,297,11,1587.1437,2,"uninfected",120,"LZ22221"
236657,128,12,1587.1437,2,"uninfected",120,"LZ22221"
1087532,625,1,1571.7213,3,"uninfected",120,"LZ22221"
370047,218,2,1571.7213,3,"uninfected",120,"LZ22221"
663083,385,3,1571.7213,3,"uninfected",120,"LZ22221"
568321,331,4,1571.7213,3,"uninfected",120,"LZ22221"
421096,245,5,1571.7213,3,"uninfected",120,"LZ22221"
281570,163,6,1571.7213,3,"uninfected",120,"LZ22221"
446668,250,7,1571.7213,3,"uninfected",120,"LZ22221"
377985,214,8,1571.7213,3,"uninfected",120,"LZ22221"
502268,281,9,1571.7213,3,"uninfected",120,"LZ22221"
464512,272,10,1571.7213,3,"uninfected",120,"LZ22221"
325546,188,11,1571.7213,3,"uninfected",120,"LZ22221"
482363,282,12,1571.7213,3,"uninfected",120,"LZ22221"
888211,509,13,1571.7213,3,"uninfected",120,"LZ22221"
421322,244,14,1571.7213,3,"uninfected",120,"LZ22221"
322150,181,15,1571.7213,3,"uninfected",120,"LZ22221"
385298,224,16,1571.7213,3,"uninfected",120,"LZ22221"
358058,207,17,1571.7213,3,"uninfected",120,"LZ22221"
535223,316,18,1571.7213,3,"uninfected",120,"LZ22221"
445081,262,19,1571.7213,3,"uninfected",120,"LZ22221"
841300,486,20,1571.7213,3,"uninfected",120,"LZ22221"
339372,193,21,1571.7213,3,"uninfected",120,"LZ22221"
303069,163,22,1571.7213,3,"uninfected",120,"LZ22221"
615026,355,23,1571.7213,3,"uninfected",120,"LZ22221"
241407,141,24,1571.7213,3,"uninfected",120,"LZ22221"
400507,233,25,1571.7213,3,"uninfected",120,"LZ22221"
698543,388,26,1571.7213,3,"uninfected",120,"LZ22221"
435317,249,27,1571.7213,3,"uninfected",120,"LZ22221"
942003,540,28,1571.7213,3,"uninfected",120,"LZ22221"
363094,208,29,1571.7213,3,"uninfected",120,"LZ22221"
335527,190,30,1571.7213,3,"uninfected",120,"LZ22221"
271421,156,31,1571.7213,3,"uninfected",120,"LZ22221"
619692,349,32,1571.7213,3,"uninfected",120,"LZ22221"
379060,217,33,1571.7213,3,"uninfected",120,"LZ22221"
564729,313,34,1571.7213,3,"uninfected",120,"LZ22221"
315680,162,35,1571.7213,3,"uninfected",120,"LZ22221"
339624,163,36,1571.7213,3,"uninfected",120,"LZ22221"
158345,81,37,1571.7213,3,"uninfected",120,"LZ22221"
213876,107,38,1571.7213,3,"uninfected",120,"LZ22221"
407107,224,39,1571.7213,3,"uninfected",120,"LZ22221"
197721,115,40,1571.7213,3,"uninfected",120,"LZ22221"
292687,168,41,1571.7213,3,"uninfected",120,"LZ22221"
270270,150,42,1571.7213,3,"uninfected",120,"LZ22221"
129943,71,43,1571.7213,3,"uninfected",120,"LZ22221"
668979,353,44,1571.7213,3,"uninfected",120,"LZ22221"
191347,115,45,1571.7213,3,"uninfected",120,"LZ22221"
638629,353,46,1571.7213,3,"uninfected",120,"LZ22221"
292765,147,47,1571.7213,3,"uninfected",120,"LZ22221"
305450,143,48,1571.7213,3,"uninfected",120,"LZ22221"
157499,88,49,1571.7213,3,"uninfected",120,"LZ22221"
288796,156,50,1571.7213,3,"uninfected",120,"LZ22221"
232636,126,51,1571.7213,3,"uninfected",120,"LZ22221"
99530,55,52,1571.7213,3,"uninfected",120,"LZ22221"
293577,162,53,1571.7213,3,"uninfected",120,"LZ22221"
208322,115,54,1571.7213,3,"uninfected",120,"LZ22221"
250178,137,55,1571.7213,3,"uninfected",120,"LZ22221"
705267,404,56,1571.7213,3,"uninfected",120,"LZ22221"
276373,151,57,1571.7213,3,"uninfected",120,"LZ22221"
246926,131,58,1571.7213,3,"uninfected",120,"LZ22221"
197026,110,59,1571.7213,3,"uninfected",120,"LZ22221"
178362,99,60,1571.7213,3,"uninfected",120,"LZ22221"
177116,95,61,1571.7213,3,"uninfected",120,"LZ22221"
231442,131,1,1559.8072,4,"uninfected",120,"LZ22221"
292815,169,2,1559.8072,4,"uninfected",120,"LZ22221"
351938,204,3,1559.8072,4,"uninfected",120,"LZ22221"
388868,222,4,1559.8072,4,"uninfected",120,"LZ22221"
646956,316,5,1559.8072,4,"uninfected",120,"LZ22221"
256824,137,6,1559.8072,4,"uninfected",120,"LZ22221"
161388,91,7,1559.8072,4,"uninfected",120,"LZ22221"
613842,320,8,1559.8072,4,"uninfected",120,"LZ22221"
608302,331,9,1559.8072,4,"uninfected",120,"LZ22221"
687653,384,10,1559.8072,4,"uninfected",120,"LZ22221"
554715,314,1,1557.9401,5,"uninfected",120,"LZ22221"
671039,386,2,1557.9401,5,"uninfected",120,"LZ22221"
857925,479,3,1557.9401,5,"uninfected",120,"LZ22221"
444640,258,4,1557.9401,5,"uninfected",120,"LZ22221"
759578,428,5,1557.9401,5,"uninfected",120,"LZ22221"
1004972,579,6,1557.9401,5,"uninfected",120,"LZ22221"
352011,198,7,1557.9401,5,"uninfected",120,"LZ22221"
441611,238,8,1557.9401,5,"uninfected",120,"LZ22221"
208066,113,9,1557.9401,5,"uninfected",120,"LZ22221"
331915,182,10,1557.9401,5,"uninfected",120,"LZ22221"
578215,306,11,1557.9401,5,"uninfected",120,"LZ22221"
309456,165,12,1557.9401,5,"uninfected",120,"LZ22221"
466996,239,13,1557.9401,5,"uninfected",120,"LZ22221"
271149,140,14,1557.9401,5,"uninfected",120,"LZ22221"
386079,211,1,1600.154,6,"uninfected",120,"LZ22221"
576501,303,2,1600.154,6,"uninfected",120,"LZ22221"
631768,342,3,1600.154,6,"uninfected",120,"LZ22221"
669550,358,4,1600.154,6,"uninfected",120,"LZ22221"
428304,237,5,1600.154,6,"uninfected",120,"LZ22221"
304951,153,6,1600.154,6,"uninfected",120,"LZ22221"
282686,128,7,1600.154,6,"uninfected",120,"LZ22221"
225138,116,8,1600.154,6,"uninfected",120,"LZ22221"
485733,273,1,1551.0699,7,"uninfected",120,"LZ22221"
568214,321,2,1551.0699,7,"uninfected",120,"LZ22221"
525296,304,3,1551.0699,7,"uninfected",120,"LZ22221"
460461,263,4,1551.0699,7,"uninfected",120,"LZ22221"
472851,269,5,1551.0699,7,"uninfected",120,"LZ22221"
416697,230,6,1551.0699,7,"uninfected",120,"LZ22221"
260908,139,7,1551.0699,7,"uninfected",120,"LZ22221"
469249,249,8,1551.0699,7,"uninfected",120,"LZ22221"
361908,193,9,1551.0699,7,"uninfected",120,"LZ22221"
533023,295,10,1551.0699,7,"uninfected",120,"LZ22221"
685220,382,1,1543.1533,8,"uninfected",120,"LZ22221"
391938,224,2,1543.1533,8,"uninfected",120,"LZ22221"
689499,375,3,1543.1533,8,"uninfected",120,"LZ22221"
782979,461,1,1520.6551,9,"uninfected",120,"LZ22221"
678675,411,2,1520.6551,9,"uninfected",120,"LZ22221"
522221,309,3,1520.6551,9,"uninfected",120,"LZ22221"
238844,137,4,1520.6551,9,"uninfected",120,"LZ22221"
570425,342,5,1520.6551,9,"uninfected",120,"LZ22221"
629893,375,6,1520.6551,9,"uninfected",120,"LZ22221"
317524,196,7,1520.6551,9,"uninfected",120,"LZ22221"
339851,200,8,1520.6551,9,"uninfected",120,"LZ22221"
669953,400,9,1520.6551,9,"uninfected",120,"LZ22221"
975636,560,10,1520.6551,9,"uninfected",120,"LZ22221"
376199,226,11,1520.6551,9,"uninfected",120,"LZ22221"
375281,209,12,1520.6551,9,"uninfected",120,"LZ22221"
406755,235,13,1520.6551,9,"uninfected",120,"LZ22221"
287677,162,14,1520.6551,9,"uninfected",120,"LZ22221"
422219,244,15,1520.6551,9,"uninfected",120,"LZ22221"
812539,465,16,1520.6551,9,"uninfected",120,"LZ22221"
294442,160,17,1520.6551,9,"uninfected",120,"LZ22221"
1245127,649,18,1520.6551,9,"uninfected",120,"LZ22221"
156311,86,19,1520.6551,9,"uninfected",120,"LZ22221"
304819,174,20,1520.6551,9,"uninfected",120,"LZ22221"
294920,158,21,1520.6551,9,"uninfected",120,"LZ22221"
234729,142,22,1520.6551,9,"uninfected",120,"LZ22221"
247603,143,23,1520.6551,9,"uninfected",120,"LZ22221"
538183,316,1,1512.9419,10,"uninfected",120,"LZ22221"
868752,510,2,1512.9419,10,"uninfected",120,"LZ22221"
644144,374,3,1512.9419,10,"uninfected",120,"LZ22221"
305964,183,4,1512.9419,10,"uninfected",120,"LZ22221"
804291,480,5,1512.9419,10,"uninfected",120,"LZ22221"
353271,218,6,1512.9419,10,"uninfected",120,"LZ22221"
969242,552,7,1512.9419,10,"uninfected",120,"LZ22221"
337322,191,8,1512.9419,10,"uninfected",120,"LZ22221"
386754,221,9,1512.9419,10,"uninfected",120,"LZ22221"
853802,468,1,1538.7491,2,"uninfected",180,"LZ22221"
520945,300,1,1537.409,3,"uninfected",180,"LZ22221"
739033,423,3,1537.409,3,"uninfected",180,"LZ22221"
386071,196,4,1537.409,3,"uninfected",180,"LZ22221"
164242,82,5,1537.409,3,"uninfected",180,"LZ22221"
274350,152,6,1537.409,3,"uninfected",180,"LZ22221"
281053,166,1,1508.2709,4,"uninfected",180,"LZ22221"
329280,199,1,1507.7889,5,"uninfected",180,"LZ22221"
456914,267,2,1507.7889,5,"uninfected",180,"LZ22221"
183323,111,3,1507.7889,5,"uninfected",180,"LZ22221"
816782,490,1,1512.9466,6,"uninfected",180,"LZ22221"
333753,201,3,1512.9466,6,"uninfected",180,"LZ22221"
309103,174,4,1512.9466,6,"uninfected",180,"LZ22221"
260717,145,5,1512.9466,6,"uninfected",180,"LZ22221"
374736,223,1,1502.0701,7,"uninfected",180,"LZ22221"
781248,418,2,1502.0701,7,"uninfected",180,"LZ22221"
283328,136,2,1612.9265,1,"uninfected",180,"LZ22221"
588323,274,3,1612.9265,1,"uninfected",180,"LZ22221"
510585,226,4,1612.9265,1,"uninfected",180,"LZ22221"
139833,70,5,1612.9265,1,"uninfected",180,"LZ22221"
376509,175,6,1612.9265,1,"uninfected",180,"LZ22221"
317067,153,7,1612.9265,1,"uninfected",180,"LZ22221"
376746,200,1,1577.3315,2,"uninfected",180,"LZ22221"
428278,202,2,1577.3315,2,"uninfected",180,"LZ22221"
198535,92,3,1577.3315,2,"uninfected",180,"LZ22221"
439328,187,4,1577.3315,2,"uninfected",180,"LZ22221"
187474,82,5,1577.3315,2,"uninfected",180,"LZ22221"
185019,78,6,1577.3315,2,"uninfected",180,"LZ22221"
448373,239,1,1590.7053,3,"uninfected",180,"LZ22221"
946103,480,2,1590.7053,3,"uninfected",180,"LZ22221"
273087,148,3,1590.7053,3,"uninfected",180,"LZ22221"
759685,410,4,1590.7053,3,"uninfected",180,"LZ22221"
454457,248,5,1590.7053,3,"uninfected",180,"LZ22221"
342080,177,6,1590.7053,3,"uninfected",180,"LZ22221"
478011,233,7,1590.7053,3,"uninfected",180,"LZ22221"
257823,125,8,1590.7053,3,"uninfected",180,"LZ22221"
253881,128,9,1590.7053,3,"uninfected",180,"LZ22221"
345589,174,10,1590.7053,3,"uninfected",180,"LZ22221"
482368,218,11,1590.7053,3,"uninfected",180,"LZ22221"
471111,204,12,1590.7053,3,"uninfected",180,"LZ22221"
398979,184,13,1590.7053,3,"uninfected",180,"LZ22221"
300865,144,14,1590.7053,3,"uninfected",180,"LZ22221"
409622,193,15,1590.7053,3,"uninfected",180,"LZ22221"
190595,88,16,1590.7053,3,"uninfected",180,"LZ22221"
160855,86,17,1590.7053,3,"uninfected",180,"LZ22221"
488944,280,1,1528.6346,4,"uninfected",180,"LZ22221"
370952,219,2,1528.6346,4,"uninfected",180,"LZ22221"
745805,432,3,1528.6346,4,"uninfected",180,"LZ22221"
398140,233,4,1528.6346,4,"uninfected",180,"LZ22221"
276653,164,5,1528.6346,4,"uninfected",180,"LZ22221"
518458,296,6,1528.6346,4,"uninfected",180,"LZ22221"
491020,273,7,1528.6346,4,"uninfected",180,"LZ22221"
600230,340,8,1528.6346,4,"uninfected",180,"LZ22221"
356413,207,9,1528.6346,4,"uninfected",180,"LZ22221"
349312,207,10,1528.6346,4,"uninfected",180,"LZ22221"
195782,108,11,1528.6346,4,"uninfected",180,"LZ22221"
665659,373,12,1528.6346,4,"uninfected",180,"LZ22221"
570743,316,13,1528.6346,4,"uninfected",180,"LZ22221"
178394,100,14,1528.6346,4,"uninfected",180,"LZ22221"
379144,206,15,1528.6346,4,"uninfected",180,"LZ22221"
260894,136,16,1528.6346,4,"uninfected",180,"LZ22221"
274760,139,17,1528.6346,4,"uninfected",180,"LZ22221"
160234,84,18,1528.6346,4,"uninfected",180,"LZ22221"
189285,103,19,1528.6346,4,"uninfected",180,"LZ22221"
174417,91,20,1528.6346,4,"uninfected",180,"LZ22221"
201024,103,21,1528.6346,4,"uninfected",180,"LZ22221"
326447,174,22,1528.6346,4,"uninfected",180,"LZ22221"
297904,156,23,1528.6346,4,"uninfected",180,"LZ22221"
219689,120,24,1528.6346,4,"uninfected",180,"LZ22221"
379378,200,25,1528.6346,4,"uninfected",180,"LZ22221"
253619,133,26,1528.6346,4,"uninfected",180,"LZ22221"
574718,333,1,1517.1805,5,"uninfected",180,"LZ22221"
500579,289,2,1517.1805,5,"uninfected",180,"LZ22221"
124697,73,3,1517.1805,5,"uninfected",180,"LZ22221"
327700,190,4,1517.1805,5,"uninfected",180,"LZ22221"
382818,204,5,1517.1805,5,"uninfected",180,"LZ22221"
554967,284,6,1517.1805,5,"uninfected",180,"LZ22221"
409289,220,1,1582.5285,6,"uninfected",180,"LZ22221"
522535,280,2,1582.5285,6,"uninfected",180,"LZ22221"
1134044,603,3,1582.5285,6,"uninfected",180,"LZ22221"
505116,269,4,1582.5285,6,"uninfected",180,"LZ22221"
733642,386,5,1582.5285,6,"uninfected",180,"LZ22221"
560048,300,6,1582.5285,6,"uninfected",180,"LZ22221"
474769,262,7,1582.5285,6,"uninfected",180,"LZ22221"
381824,202,8,1582.5285,6,"uninfected",180,"LZ22221"
258581,134,9,1582.5285,6,"uninfected",180,"LZ22221"
647524,322,10,1582.5285,6,"uninfected",180,"LZ22221"
292577,144,11,1582.5285,6,"uninfected",180,"LZ22221"
199843,105,12,1582.5285,6,"uninfected",180,"LZ22221"
408015,207,13,1582.5285,6,"uninfected",180,"LZ22221"
562007,285,2,1666.6979,1,"uninfected",60,"LZ22221"
578670,274,3,1666.6979,1,"uninfected",60,"LZ22221"
1307971,637,4,1666.6979,1,"uninfected",60,"LZ22221"
405810,193,5,1666.6979,1,"uninfected",60,"LZ22221"
637449,302,6,1666.6979,1,"uninfected",60,"LZ22221"
186655,90,7,1666.6979,1,"uninfected",60,"LZ22221"
352452,182,1,1675.8196,2,"uninfected",60,"LZ22221"
