"totInt","cellArea","cellnum","bkgrdInt","frame","cond","time","strain"
949854,251,13,1452.9336,6,"ochre",60,"LZ22328"
598563,190,14,1452.9336,6,"ochre",60,"LZ22328"
236370,131,15,1452.9336,6,"ochre",60,"LZ22328"
332458,199,16,1452.9336,6,"ochre",60,"LZ22328"
1295761,422,17,1452.9336,6,"ochre",60,"LZ22328"
747468,191,18,1452.9336,6,"ochre",60,"LZ22328"
772897,277,19,1452.9336,6,"ochre",60,"LZ22328"
1861237,374,20,1452.9336,6,"ochre",60,"LZ22328"
844724,178,21,1452.9336,6,"ochre",60,"LZ22328"
633941,99,22,1452.9336,6,"ochre",60,"LZ22328"
668103,176,23,1452.9336,6,"ochre",60,"LZ22328"
322212,163,24,1452.9336,6,"ochre",60,"LZ22328"
300731,110,25,1452.9336,6,"ochre",60,"LZ22328"
441983,109,26,1452.9336,6,"ochre",60,"LZ22328"
360097,108,27,1452.9336,6,"ochre",60,"LZ22328"
504630,114,28,1452.9336,6,"ochre",60,"LZ22328"
362839,114,29,1452.9336,6,"ochre",60,"LZ22328"
608453,178,30,1452.9336,6,"ochre",60,"LZ22328"
1478058,186,31,1452.9336,6,"ochre",60,"LZ22328"
406733,85,32,1452.9336,6,"ochre",60,"LZ22328"
529801,96,33,1452.9336,6,"ochre",60,"LZ22328"
1666118,233,34,1452.9336,6,"ochre",60,"LZ22328"
218327,119,35,1452.9336,6,"ochre",60,"LZ22328"
569346,256,36,1452.9336,6,"ochre",60,"LZ22328"
470639,101,37,1452.9336,6,"ochre",60,"LZ22328"
1181550,210,38,1452.9336,6,"ochre",60,"LZ22328"
