object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Cells,Probability of Junk,Size in pixels,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Principal components of the object_4,Principal components of the object_5,Principal components of the object_6,Principal components of the object_7,Principal components of the object_8,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Radii of the object_0,Radii of the object_1,Radii of the object_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Total Intensity_0,Total Intensity_1,Total Intensity_2,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Minimum_2,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Maximum_2,Center of the object_0,Center of the object_1,Center of the object_2
12,2,4,0,Cells,0.81,0.19,539.0,-0.6437767,0.76520246,-0.004088078,0.7652131,0.64376223,-0.0043739644,-0.0007152183,-0.005944107,-0.99998206,24881.0,14338.0,10856.0,-1.2642208,0.66893613,1.2783887,7802894.0,670451.2,4381314.5,13004.0,8739.0,1745.0,4.5229073,3.189048,0.81580245,20635.416,10846.18,4070.6829,11122489.0,5846091.0,2194098.0,7802894.0,-852115.3,-4952234.5,-852115.3,670451.2,831370.1,-4952234.5,831370.1,4381314.5,47.0,45.0,0.0,63.0,62.0,3.0,54.230057,52.794064,0.987013
13,2,5,0,Cells,0.85,0.15,359.0,0.40489754,-0.9143608,-0.0014985575,0.9143593,0.4048998,-0.0018069275,-0.0022589494,0.0006385994,-0.99999726,23384.0,13330.0,9230.0,-1.1691718,0.6756842,1.0122942,8671915.0,483101.38,4091993.0,12991.0,8832.0,1810.0,4.2415714,2.26698,0.8157536,19944.432,10329.663,4091.2703,7160051.0,3708349.0,1468766.0,8671915.0,-794260.56,-5375594.0,-794260.56,483101.38,613694.56,-5375594.0,613694.56,4091993.0,45.0,216.0,0.0,57.0,232.0,3.0,50.874653,222.91365,0.9860724
14,3,1,0,Cells,0.93,0.07,173.0,0.9999162,0.012317234,0.003980047,-0.012338832,0.99990904,0.0054484433,0.003912575,0.0054970956,-0.99997723,23602.0,12168.0,9165.0,-0.74756086,0.11988683,0.55070466,9498825.0,296989.53,3546862.8,11812.0,9015.0,2315.0,2.6067452,1.7935287,0.8151905,19210.463,10574.723,5021.786,3323410.0,1829427.0,868769.0,9498825.0,-138532.14,-4762597.5,-138532.14,296989.53,269400.84,-4762597.5,269400.84,3546862.8,0.0,18.0,0.0,10.0,25.0,3.0,4.1791906,21.375723,0.99421966
15,3,2,0,Junk,0.36,0.64,648.0,0.16192842,-0.9867621,0.00893104,-0.9868022,-0.16192837,0.00073174667,0.0007241289,-0.00893166,-0.9999598,34581.0,17972.0,24352.0,0.50871694,0.34212056,0.119007275,19356726.0,3756311.0,41661892.0,14828.0,9720.0,2691.0,7.1342936,2.8822913,0.8151478,23736.477,13139.912,12236.659,15381237.0,8514663.0,7929355.0,19356726.0,598850.7,-2105919.0,598850.7,3756311.0,11343729.0,-2105919.0,11343729.0,41661892.0,0.0,25.0,0.0,12.0,53.0,3.0,4.1774693,35.36574,1.0046296
16,3,3,0,Cells,0.52,0.48,3282.0,-0.26343188,-0.9646779,-0.0005058089,0.964678,-0.26343194,3.895887e-05,0.00017082898,0.0004776797,-0.9999999,36283.0,20017.0,24951.0,0.26092553,0.47736278,0.3405419,20234452.0,3871576.2,37329000.0,13539.0,9105.0,2588.0,16.557007,5.563625,0.81648177,22867.95,12984.196,10918.727,75052610.0,42614132.0,35835260.0,20234452.0,-704451.1,-6900275.0,-704451.1,3871576.2,10612601.0,-6900275.0,10612601.0,37329000.0,0.0,26.0,0.0,29.0,91.0,3.0,11.580439,57.139854,0.99695307
17,4,1,0,Cells,0.58,0.42,1888.0,-0.19075957,0.98163664,-0.00056812644,0.98163676,0.19075944,-0.00026471206,-0.00015147557,-0.00060819014,-0.9999998,29893.0,16444.0,17258.0,-0.49592128,0.7131286,1.0344082,13762738.0,1112190.0,11420507.0,12847.0,8581.0,1832.0,7.818983,6.4342294,0.81625926,21880.164,11274.573,5654.5996,41309748.0,21286394.0,10675884.0,13762738.0,-1413421.1,-7678504.5,-1413421.1,1112190.0,2550240.0,-7678504.5,2550240.0,11420507.0,51.0,63.0,0.0,78.0,94.0,3.0,63.9232,78.26271,0.9957627
18,4,2,0,Cells,0.91,0.09,293.0,-0.928805,-0.37056807,-0.00080158724,0.3705584,-0.9287927,0.0055249096,0.0027918636,-0.0048345285,-0.99998444,23914.0,13115.0,10994.0,-0.77884436,0.3238671,0.8204907,9878310.0,480394.1,5369653.0,13120.0,8563.0,1907.0,3.762018,2.0947194,0.8155033,19646.256,10495.847,4791.2695,5756353.0,3075283.0,1403842.0,9878310.0,-961783.1,-6634648.0,-961783.1,480394.1,706568.56,-6634648.0,706568.56,5369653.0,73.0,99.0,0.0,87.0,110.0,3.0,79.34129,104.59727,0.98293513
19,4,3,0,Cells,0.77,0.23,1509.0,-0.31347844,-0.9495952,0.0003904776,-0.9495953,0.31347835,-0.0003065387,0.00016868144,-0.00046688897,-0.9999999,26553.0,14994.0,11286.0,-0.8216096,0.7734451,0.8221527,10933126.0,794842.6,6473311.5,12780.0,8690.0,1914.0,8.079323,5.1699095,0.81647474,20976.352,10937.781,4834.8887,31653316.0,16505112.0,7295847.0,10933126.0,-1153886.2,-6712552.5,-1153886.2,794842.6,1301188.9,-6712552.5,1301188.9,6473311.5,56.0,102.0,0.0,78.0,135.0,3.0,66.66004,118.203445,0.99469846
20,4,4,0,Cells,0.87,0.13,538.0,-0.8652905,0.5012644,0.002508255,0.50127053,0.86527616,0.0050038537,0.00033792038,0.0055871014,-0.9999843,24233.0,13030.0,9955.0,-0.9239991,0.7183664,0.7904572,10348641.0,564081.5,4483223.5,13247.0,9158.0,1945.0,6.466463,2.2638004,0.8167688,20113.883,10586.747,4579.9834,10821269.0,5695670.0,2464031.0,10348641.0,-1008601.3,-6023391.5,-1008601.3,564081.5,826376.6,-6023391.5,826376.6,4483223.5,39.0,142.0,0.0,62.0,157.0,3.0,49.414497,148.44795,0.9944238
21,4,5,0,Cells,0.59,0.41,2953.0,-0.99760187,0.069213614,1.5992158e-05,0.069213614,0.99760175,0.00044412535,1.4785715e-05,0.00044416715,-0.9999999,28317.0,14915.0,21930.0,0.794321,0.6298342,0.9448311,4310691.0,516551.1,2914211.2,16540.0,8683.0,2182.0,10.182787,7.802623,0.816296,20445.03,10570.208,6261.6294,60374172.0,31213824.0,18490592.0,4310691.0,-12989.069,-874515.9,-12989.069,516551.1,396191.53,-874515.9,396191.53,2914211.2,165.0,144.0,0.0,207.0,176.0,3.0,185.78496,158.64645,0.9905181
22,4,6,0,Cells,0.84,0.16,251.0,-0.88368994,-0.46795693,0.010413742,0.46797264,-0.8837424,-0.0010243615,-0.009682422,-0.0039681285,-0.9999452,23919.0,13774.0,10038.0,-1.0707548,0.8274846,1.1171508,8280714.0,515748.2,4391884.5,13478.0,8972.0,1792.0,3.2154632,2.1097517,0.81718117,20083.004,10449.299,4132.4424,5040834.0,2622774.0,1037243.0,8280714.0,-819466.0,-5600427.0,-819466.0,515748.2,558238.1,-5600427.0,558238.1,4391884.5,209.0,159.0,0.0,222.0,169.0,3.0,215.42232,163.88844,0.9760956
23,4,7,0,Cells,0.61,0.39,1664.0,0.8551237,-0.5184234,-0.00077061035,0.5184234,0.85512406,-0.0002785144,-0.0008033558,0.00016133813,-0.99999964,31294.0,18658.0,13996.0,-0.65399367,1.1893933,0.8354828,11567401.0,1471904.8,9941250.0,12421.0,8551.0,1804.0,7.255612,6.294155,0.8167172,21873.197,11220.057,5370.3306,36397000.0,18670176.0,8936230.0,11567401.0,-1934986.4,-7513243.5,-1934986.4,1471904.8,2793615.0,-7513243.5,2793615.0,9941250.0,186.0,171.0,0.0,215.0,198.0,3.0,198.79086,184.73016,0.99759614
24,4,8,0,Cells,0.93,0.07,418.0,-0.9457989,-0.32475153,-0.0009405356,-0.32475144,0.945782,0.0057411324,-0.00097489986,0.005735397,-0.9999831,23882.0,14063.0,12947.0,-1.2746702,0.943415,1.2519408,8386558.0,508570.44,6480087.5,12788.0,8561.0,1791.0,4.371425,2.5506725,0.816825,20146.426,10325.345,4344.933,8421206.0,4315994.0,1816182.0,8386558.0,-885207.44,-6587220.0,-885207.44,508570.44,803820.2,-6587220.0,803820.2,6480087.5,87.0,199.0,0.0,104.0,211.0,3.0,94.854065,204.55981,0.99282295
25,4,9,0,Cells,0.84,0.16,208.0,-0.7787075,0.6273789,0.0032201684,0.62735605,0.7786074,0.013959107,0.006250402,0.012890253,-0.99989736,22695.0,11377.0,10704.0,-0.34629992,0.084203444,0.55655277,5869235.0,313245.9,6402817.0,15132.0,8025.0,1946.0,2.739936,2.0472145,0.8193857,19317.885,9887.283,5210.6875,4018120.0,2056555.0,1083823.0,5869235.0,-141641.25,-5720769.5,-141641.25,313245.9,133198.66,-5720769.5,133198.66,6402817.0,26.0,225.0,0.0,37.0,235.0,3.0,31.0,229.15384,0.97115386
26,4,10,0,Cells,0.7,0.3,946.0,0.10205181,-0.99477834,-0.0012395486,0.99477804,0.10204983,0.001568361,0.0014336758,0.0013931298,-0.999998,25697.0,16014.0,11312.0,-0.96955824,1.1370296,0.8872511,7946001.5,892040.25,5711945.0,13558.0,8968.0,1780.0,6.1103854,4.403693,0.8153149,21087.623,10892.158,4638.1196,19948892.0,10303982.0,4387661.0,7946001.5,-1334269.8,-5507395.0,-1334269.8,892040.25,1322024.0,-5507395.0,1322024.0,5711945.0,173.0,234.0,0.0,192.0,257.0,3.0,181.36046,246.57083,0.99260044
27,5,1,0,Cells,0.87,0.13,219.0,0.6940463,-0.71992886,-0.0014440006,0.7198975,0.69403243,-0.008161923,-0.0068781874,-0.0046252203,-0.99996567,22850.0,11847.0,9896.0,-1.082303,0.22949591,1.0597491,8509557.0,345593.44,4207237.0,12739.0,8288.0,1750.0,2.5346582,2.3121657,0.8162173,19757.512,9895.959,4062.3333,4326895.0,2167215.0,889651.0,8509557.0,-580223.56,-5468658.5,-580223.56,345593.44,458783.34,-5468658.5,458783.34,4207237.0,0.0,146.0,0.0,9.0,156.0,3.0,3.803653,150.76712,1.0091324
28,5,2,0,Cells,0.89,0.11,914.0,-0.7337492,-0.67942023,-0.00048152014,0.67942023,-0.73374933,0.0002375864,0.0005147361,0.00015282568,-0.9999999,26917.0,16724.0,10725.0,-0.65158075,1.4374986,0.56580204,12353871.0,628204.75,5470270.5,12774.0,8163.0,1844.0,6.821231,3.7019367,0.8155482,20516.232,10322.033,4928.211,18751836.0,9434338.0,4504385.0,12353871.0,-995576.94,-6750353.0,-995576.94,628204.75,968406.9,-6750353.0,968406.9,5470270.5,0.0,185.0,0.0,23.0,206.0,3.0,11.491247,195.54048,0.99124724
29,5,3,0,Cells,0.91,0.09,546.0,-0.019614572,-0.9998066,0.0014305433,0.99980736,-0.019615615,-0.00071875687,-0.00074667885,-0.0014161696,-0.9999987,24382.0,11849.0,11632.0,-1.0002258,0.3418171,0.9788983,10382181.0,376423.94,7733392.0,13032.0,8431.0,1832.0,4.5022755,3.2307518,0.81646967,20395.771,9901.621,4703.7124,11136091.0,5406285.0,2568227.0,10382181.0,-901314.6,-8328432.5,-901314.6,376423.94,871503.44,-8328432.5,871503.44,7733392.0,13.0,201.0,0.0,26.0,219.0,3.0,19.35531,209.07875,0.996337
30,6,1,0,Cells,0.87,0.13,2222.0,-0.53961766,-0.8419102,-0.000101933045,0.8419101,-0.53961766,0.0003814659,0.0003761649,-0.00012002728,-0.99999994,28140.0,18729.0,12475.0,-0.47812846,1.1928259,0.45525676,10732662.0,667476.1,5254008.5,13701.0,8740.0,1730.0,8.983798,7.1640654,0.81608146,21280.834,10733.517,5223.0605,47286016.0,23849874.0,11605640.0,10732662.0,-837517.06,-5445522.5,-837517.06,667476.1,815378.94,-5445522.5,815378.94,5254008.5,161.0,0.0,0.0,193.0,35.0,3.0,177.68182,17.145365,0.9918992
31,6,2,0,Cells,0.9,0.1,865.0,-0.037107512,-0.9993037,0.0038906347,0.999311,-0.037110392,-0.00067066017,-0.00081457617,-0.0038630674,-0.9999922,25416.0,13624.0,9427.0,-0.678631,0.7449646,0.62146354,10038838.0,557060.4,3973558.0,13451.0,8410.0,1890.0,8.232613,3.116901,0.8157539,20408.73,10280.56,4454.466,17653552.0,8892684.0,3853113.0,10038838.0,-952891.0,-5551331.0,-952891.0,557060.4,724458.56,-5551331.0,724458.56,3973558.0,166.0,37.0,0.0,180.0,69.0,3.0,172.78381,52.276302,0.983815
32,6,3,0,Cells,0.79,0.21,867.0,0.22592331,-0.9741445,0.001061165,0.97414446,0.22592425,0.00087592535,0.0010930208,-0.00083583605,-0.99999905,26647.0,14512.0,11186.0,-1.0500787,0.87001985,0.850598,10052494.0,696937.4,5325264.0,12695.0,7951.0,1767.0,5.817528,4.034733,0.81713176,21035.66,10447.134,4357.166,18237918.0,9057665.0,3777663.0,10052494.0,-1069585.2,-6028998.0,-1069585.2,696937.4,1117533.8,-6028998.0,1117533.8,5325264.0,130.0,51.0,0.0,147.0,74.0,3.0,137.30334,62.72434,0.9919262
33,6,4,0,Cells,0.88,0.12,720.0,-0.09519747,-0.99545753,-0.0013437971,0.9954583,-0.09519682,-0.00053808914,-0.00040771966,0.0013889187,-0.9999989,24378.0,13476.0,9504.0,-0.80717194,0.73947275,0.6276088,10863556.0,560051.2,4160709.2,12881.0,8778.0,1619.0,8.121813,2.687137,0.8162506,19993.268,10523.073,4502.49,14395152.0,7576613.0,3241793.0,10863556.0,-1006403.06,-5856744.5,-1006403.06,560051.2,782571.9,-5856744.5,782571.9,4160709.2,50.0,75.0,0.0,63.0,105.0,3.0,55.45,88.16389,0.98055553
34,6,5,0,Cells,0.94,0.06,683.0,-0.9999559,-0.009388767,0.00030728456,-0.009389025,0.99995553,-0.00084765797,-0.00029931247,-0.00085050566,-0.9999996,24499.0,13602.0,10993.0,-0.86915773,0.49404556,0.8121265,9944247.0,485279.4,4632506.5,13148.0,8504.0,1622.0,5.615767,3.601781,0.8161892,20231.295,10322.3545,4501.912,13817974.0,7050168.0,3074806.0,9944247.0,-833557.1,-5893513.5,-833557.1,485279.4,740285.44,-5893513.5,740285.44,4632506.5,28.0,105.0,0.0,49.0,120.0,3.0,38.377747,111.91069,0.9985359
35,6,6,0,Cells,0.74,0.26,241.0,0.5635272,-0.82609403,0.002398794,0.82609385,0.5635137,-0.004615263,-0.002460888,-0.0045824554,-0.99998647,23093.0,14522.0,9417.0,-1.1509925,1.2902318,1.0128075,9276900.0,671658.44,4134132.0,11981.0,8529.0,1634.0,3.0157228,2.131113,0.81716734,19605.742,10136.8545,4033.8423,4724984.0,2442982.0,972156.0,9276900.0,-1397357.2,-5725774.5,-1397357.2,671658.44,1048074.4,-5725774.5,1048074.4,4134132.0,136.0,138.0,0.0,146.0,150.0,3.0,140.57262,143.15353,0.98755187
36,6,7,0,Cells,0.85,0.15,255.0,0.8896415,0.45665962,0.0,0.45665962,-0.8896415,0.0,0.0,0.0,1.0,22993.0,11790.0,9572.0,-1.2066686,0.35767463,1.1557095,6908942.0,391818.53,4136224.8,12768.0,8502.0,1630.0,3.0354354,2.2412245,0.8164966,19848.682,9999.267,3812.6746,5061414.0,2549813.0,972232.0,6908942.0,-659995.44,-4818212.5,-659995.44,391818.53,618364.7,-4818212.5,618364.7,4136224.8,181.0,148.0,0.0,193.0,158.0,3.0,186.56471,152.50589,1.0
37,6,8,0,Junk,0.34,0.66,298.0,0.018995656,-0.99981886,0.0011679758,0.9997965,0.018987272,-0.006811909,-0.0067884987,-0.0012971349,-0.9999761,28782.0,14939.0,9943.0,-1.4686391,-1.7139211,0.55358326,69492750.0,14299354.0,6315480.0,0.0,0.0,0.0,3.0246484,2.6720777,0.8188768,18275.328,8647.832,3609.5671,5446048.0,2577054.0,1075651.0,69492750.0,28248762.0,8225416.5,28248762.0,14299354.0,6675273.0,8225416.5,6675273.0,6315480.0,229.0,164.0,0.0,240.0,177.0,3.0,234.54362,170.20134,0.98657715
38,7,1,0,Cells,0.92,0.08,650.0,-0.6202132,0.78442,0.0045601213,0.78443325,0.6202041,0.0033769778,-0.00017923694,0.005671557,-0.9999839,25178.0,11787.0,11385.0,-0.9180347,0.3031605,0.80183446,9731433.0,334652.6,6491552.0,13634.0,8373.0,1609.0,6.0963197,2.943881,0.81682134,20843.18,9909.858,4585.6323,13548067.0,6441408.0,2980661.0,9731433.0,-400446.6,-6837442.0,-400446.6,334652.6,380136.72,-6837442.0,380136.72,6491552.0,212.0,2.0,0.0,230.0,24.0,3.0,220.37692,12.695385,0.9846154
39,7,2,0,Cells,0.88,0.12,332.0,-0.064625144,-0.9979007,0.004208795,0.99788857,-0.06465059,-0.006219176,-0.0064782216,-0.003797993,-0.9999718,25464.0,12340.0,10075.0,-0.80927706,0.013234133,0.6154314,10726002.0,464476.97,4947903.5,13496.0,8303.0,1657.0,3.9288204,2.3762586,0.8190046,20851.582,10446.774,4503.1177,6922725.0,3468329.0,1495035.0,10726002.0,-582778.44,-5588898.5,-582778.44,464476.97,687066.6,-5588898.5,687066.6,4947903.5,248.0,67.0,0.0,257.0,83.0,3.0,252.66264,74.343376,0.98493975
40,7,3,0,Cells,0.79,0.21,826.0,-0.5952626,-0.8035286,-0.0020681832,0.8035311,-0.5952621,-0.0009093552,0.0005004181,0.0022031544,-0.99999744,26461.0,13689.0,11406.0,-0.671431,0.53965694,0.5668149,11809082.0,551549.4,6938868.5,14100.0,8464.0,1591.0,7.002126,3.2813225,0.81595033,21319.365,10466.534,4998.6973,17609796.0,8645357.0,4128924.0,11809082.0,-1226213.0,-7774983.0,-1226213.0,551549.4,1121126.0,-7774983.0,1121126.0,6938868.5,238.0,81.0,0.0,257.0,105.0,3.0,247.91768,93.469734,1.0048426
41,7,4,0,Cells,0.93,0.07,303.0,0.09873833,0.99511343,0.0,-0.99511343,0.09873833,0.0,0.0,-0.0,1.0,25456.0,12701.0,10215.0,-0.7078781,0.5372238,0.52796704,11753409.0,462995.53,5519099.0,12652.0,8752.0,1802.0,3.795799,2.164608,0.8164966,19876.941,10262.066,4970.383,6022713.0,3109406.0,1506026.0,11753409.0,-856016.94,-7013038.0,-856016.94,462995.53,730223.75,-7013038.0,730223.75,5519099.0,248.0,97.0,0.0,257.0,112.0,3.0,252.75247,103.9406,1.0
42,7,5,0,Cells,0.92,0.08,466.0,-0.6010465,-0.79921395,0.00045216206,0.79921377,-0.6010458,0.001138106,0.00063782005,-0.0010454288,-0.9999992,23721.0,12198.0,9803.0,-0.81482077,0.4884138,0.7065129,9764823.0,365721.4,4823049.0,13219.0,8268.0,1705.0,5.8776836,2.1954563,0.81692046,19746.48,9750.303,4387.4165,9201860.0,4543641.0,2044536.0,9764823.0,-689668.3,-6134576.5,-689668.3,365721.4,502710.6,-6134576.5,502710.6,4823049.0,172.0,125.0,0.0,188.0,145.0,3.0,179.56438,134.26395,0.99785405
43,7,6,0,Cells,0.74,0.26,1220.0,-0.14651293,0.98920816,0.0011001972,0.98920876,0.1465127,0.00028277608,0.00011853152,0.001129755,-0.99999934,27912.0,13311.0,16170.0,-0.77235705,0.5306443,0.9029078,12016627.0,626262.3,13986641.0,12457.0,8121.0,1579.0,6.180584,5.2899823,0.8168029,21241.309,10330.66,5436.063,25914396.0,12603405.0,6631997.0,12016627.0,-1288722.5,-10732956.0,-1288722.5,626262.3,1892254.4,-10732956.0,1892254.4,13986641.0,150.0,155.0,0.0,172.0,180.0,3.0,160.36229,166.97131,0.9967213
44,7,7,0,Cells,0.94,0.06,118.0,-0.85104644,-0.5250219,-0.008483972,-0.52498484,0.85044,0.033803605,-0.010532523,0.033222392,-0.9993925,23494.0,11224.0,9921.0,-0.16848956,0.16152573,0.23928559,11308790.0,342063.66,4354183.0,12335.0,8468.0,2388.0,2.1971786,1.4293679,0.8214902,18079.508,9909.229,5601.22,2133382.0,1169289.0,660944.0,11308790.0,-504072.84,-6403853.5,-504072.84,342063.66,265909.97,-6403853.5,265909.97,4354183.0,8.0,185.0,0.0,17.0,192.0,3.0,11.644068,188.0678,0.9661017
45,7,8,0,Cells,0.91,0.09,875.0,0.5158796,-0.8566609,0.0005909631,0.8566611,0.5158796,-0.00014566342,0.00018008164,-0.0005813999,-0.9999998,25990.0,13353.0,11796.0,-0.83003604,0.55898386,0.78219384,11215090.0,435992.47,7186909.5,12851.0,8240.0,1734.0,6.8584185,3.6180842,0.81625897,20465.424,10037.7705,4799.369,17907244.0,8783049.0,4199448.0,11215090.0,-661581.25,-7873791.0,-661581.25,435992.47,691450.5,-7873791.0,691450.5,7186909.5,0.0,207.0,0.0,19.0,232.0,3.0,9.184,218.99886,0.99885714
46,8,1,0,Cells,0.78,0.22,999.0,0.7495926,-0.6618994,-0.00031625075,0.66189635,0.7495905,-0.0027072788,-0.0020290047,-0.0018200311,-0.9999963,34568.0,13327.0,11785.0,-0.47530904,0.6356881,1.4065849,11341262.0,612458.8,5955216.5,13318.0,8490.0,1344.0,5.953597,4.508655,0.8162487,21975.666,10356.05,3771.806,21953690.0,10345694.0,3768034.0,11341262.0,-1307176.8,-6417218.0,-1307176.8,612458.8,1221044.4,-6417218.0,1221044.4,5955216.5,87.0,10.0,0.0,108.0,32.0,3.0,97.77277,19.11011,0.985986
47,8,2,0,Cells,0.83,0.17,554.0,-0.8762677,-0.48179007,-0.005774498,0.48180783,-0.8762743,-0.0021438105,0.0040271776,0.0046607503,-0.99998105,25922.0,14059.0,9358.0,-0.73538435,0.74866754,0.61671406,11903115.0,642299.3,4156301.5,13497.0,8894.0,1831.0,6.0935597,2.8118417,0.8132108,20786.066,10743.543,4499.6733,11515481.0,5951923.0,2492819.0,11903115.0,-1028747.0,-5762961.5,-1028747.0,642299.3,740844.9,-5762961.5,740844.9,4156301.5,75.0,182.0,0.0,97.0,198.0,3.0,85.15343,189.61914,0.9801444
48,8,3,0,Cells,0.56,0.44,1637.0,-0.79608744,0.60518056,-0.0011172015,0.6051814,0.79608417,-0.0023556477,-0.00053620583,-0.002551411,-0.9999966,29229.0,17160.0,15182.0,-0.33122906,0.76098347,0.8104278,15222693.0,1309792.6,8931885.0,13115.0,8483.0,1762.0,7.8817973,5.6324553,0.8165967,21424.305,11287.76,5683.239,35071588.0,18478062.0,9303462.0,15222693.0,-1577042.4,-8345297.0,-1577042.4,1309792.6,2235352.0,-8345297.0,2235352.0,8931885.0,71.0,192.0,0.0,101.0,219.0,3.0,86.81979,204.989,1.004887
49,8,4,0,Cells,0.88,0.12,324.0,0.7582255,-0.65186995,-0.012634354,0.65194774,0.758258,0.0029915755,-0.0076299817,0.010505227,-0.9999157,25817.0,13769.0,8536.0,-0.9678964,0.5885461,1.05883,9610532.0,549574.3,3052747.8,13391.0,8714.0,1755.0,3.4239154,2.5948725,0.8192583,20730.037,10643.111,3793.392,6716532.0,3448368.0,1229059.0,9610532.0,-947247.75,-4684936.5,-947247.75,549574.3,725379.2,-4684936.5,725379.2,3052747.8,64.0,196.0,0.0,77.0,208.0,3.0,70.30556,201.13889,0.9814815
50,8,5,0,Cells,0.8,0.2,695.0,-0.8114096,-0.58447605,0.0015034953,0.5844759,-0.81141084,-0.0005890464,-0.0015642359,-0.00040079886,-0.9999987,25338.0,14329.0,11095.0,-1.0899692,0.8657084,1.0045443,9934111.0,678881.94,5620739.5,13031.0,8532.0,1619.0,5.353025,3.5626166,0.81609756,20673.207,10473.105,4297.886,14367879.0,7278808.0,2987031.0,9934111.0,-1239981.1,-6513104.0,-1239981.1,678881.94,1119033.9,-6513104.0,1119033.9,5620739.5,130.0,199.0,0.0,149.0,217.0,3.0,138.94965,207.27626,0.98992807
51,8,6,0,Cells,0.82,0.18,431.0,-0.25931174,0.96578974,-0.002762315,0.96579367,0.2593101,-0.00094435964,-0.00019575666,-0.0029127097,-0.99999577,24029.0,14972.0,10306.0,-1.2342193,1.1051418,1.1816697,8994246.0,694333.1,5045523.0,12669.0,8572.0,1717.0,4.1324267,2.804643,0.8145092,20555.758,10438.113,4025.9119,8859532.0,4498827.0,1735168.0,8994246.0,-1145178.4,-6075633.5,-1145178.4,694333.1,948972.0,-6075633.5,948972.0,5045523.0,119.0,209.0,0.0,131.0,225.0,3.0,124.65662,216.32947,0.99071926
52,8,7,0,Cells,0.8,0.2,230.0,0.3879938,-0.92165583,0.003358141,0.9216512,0.38796908,-0.0062492127,-0.0044567687,-0.005519691,-0.99997485,23308.0,13670.0,9277.0,-1.1103673,0.8367844,0.98019016,8291902.5,624684.94,3885531.5,13414.0,8698.0,1985.0,3.1477923,1.9556328,0.81449753,19807.691,10336.426,4107.513,4555769.0,2377378.0,944728.0,8291902.5,-862647.7,-5280536.5,-862647.7,624684.94,709581.06,-5280536.5,709581.06,3885531.5,65.0,227.0,0.0,74.0,240.0,3.0,68.891304,232.85652,0.96086955
53,8,8,0,Cells,0.85,0.15,1307.0,-0.807209,-0.5902649,-0.0009691537,-0.5902657,0.8072077,0.0014583161,-7.848447e-05,0.001749224,-0.99999845,27854.0,14090.0,11255.0,-0.86130965,0.4553223,0.89589626,10168536.0,590289.1,3724612.0,13515.0,8738.0,1596.0,9.949784,3.99513,0.8158067,21426.371,10628.649,3905.7283,28004268.0,13891645.0,5104787.0,10168536.0,-1058880.9,-4294439.0,-1058880.9,590289.1,914856.06,-4294439.0,914856.06,3724612.0,202.0,232.0,0.0,237.0,257.0,3.0,219.55011,245.91814,0.9923489
54,8,9,0,Cells,0.94,0.06,239.0,-0.9928225,-0.11957413,-0.0023364322,-0.11959362,0.99275124,0.011929094,0.000893085,0.012122896,-0.9999261,24110.0,12036.0,9000.0,-0.81311417,0.38953575,0.7730775,11556005.0,393265.75,3808325.8,13171.0,8392.0,1803.0,3.6798995,1.7768606,0.8179304,20245.598,10015.339,4101.2217,4838698.0,2393666.0,980192.0,11556005.0,-680227.06,-6101278.0,-680227.06,393265.75,498096.88,-6101278.0,498096.88,3808325.8,199.0,250.0,0.0,213.0,257.0,3.0,205.20502,253.41423,0.9916318
55,9,1,0,Cells,0.75,0.25,1653.0,-0.77015877,0.6378522,0.0001582059,0.6378522,0.77015877,0.00026534166,4.7405098e-05,0.0003052672,-0.99999994,30477.0,14123.0,12468.0,-0.40827346,0.7294784,0.7250046,13739580.0,822140.7,7696773.0,13106.0,8166.0,1538.0,8.74342,5.341625,0.81684715,21469.953,10406.037,4978.9536,35489830.0,17201180.0,8230210.0,13739580.0,-1459726.0,-7265138.5,-1459726.0,822140.7,1768038.5,-7265138.5,1768038.5,7696773.0,183.0,113.0,0.0,214.0,142.0,3.0,196.93285,126.84634,0.99455535
56,9,2,0,Cells,0.89,0.11,309.0,0.1273809,-0.99185383,-0.00031655587,0.99185383,0.12738082,0.00027395846,0.00023140358,0.00034887425,-0.99999994,24080.0,11637.0,9541.0,-0.63199,0.13815469,0.6508764,11094884.0,265808.2,3379281.8,13116.0,8326.0,1953.0,3.9031372,2.255124,0.81647015,19711.922,9786.78,4324.9517,6090984.0,3024115.0,1336410.0,11094884.0,-514224.8,-5434800.0,-514224.8,265808.2,324097.97,-5434800.0,324097.97,3379281.8,171.0,119.0,0.0,181.0,134.0,3.0,175.6699,126.45307,1.0064725
