object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Label 1,Probability of Label 2,Diameter,Number of Holes,Center of the Skeleton_0,Center of the Skeleton_1,Number of Branches,Euclidean Diameter,Length of the Skeleton,Average Branch Length,Total Intensity_0,Total Intensity_1,Total Intensity_2,Bounding Box Minimum_0,Bounding Box Minimum_1,Center of the object_0,Center of the object_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Radii of the object_0,Radii of the object_1,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Size in pixels,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Mean Defect Displacement,Mean Defect Area,Convexity,Defect Center_0,Defect Center_1,Kurtosis of Defect Area,Number of Defects,Object Area,Convex Hull Center_0,Convex Hull Center_1,Variance of Defect Area,Convex Hull Area,Skewness of Defect Area,Object Center_0,Object Center_1
109,2,14,0,Label 1,1.0,0.0,9.071068,0.0,100.0,125.0,8.0,8.602325,22.970562,2.8713202,376137.0,735368.0,174905.0,97.0,121.0,100.0,124.90476,104.0,130.0,7273.0,13971.0,3516.0,-0.40227017,0.91480774,-0.036131382,0.91508716,0.40298113,0.014890064,0.02818181,-0.027073534,-0.9992361,1091018.1,2827240.8,109598.43,11201.0,20530.0,4857.0,8955.643,17508.762,4164.405,2.5124488,1.3318293,1091018.1,-945419.7,-49680.5,-945419.7,2827240.8,74725.59,-49680.5,74725.59,109598.43,0.5619465,-0.24921197,0.19507188,0.4777119,-0.87851655,0.87851655,0.4777119,42.0,-0.53709716,-0.6894862,-0.6379831,48037984.0,20895436.0,13044689.0,6973.0,3927.0,2801.0,1105909.1,6269255.5,103586.64,17581.0,23637.0,5422.0,13835.825,6018.271,3757.1108,-2.3114355,3.3696098,0.2675431,1105909.1,-1306473.6,-57085.06,-1306473.6,6269255.5,199255.84,-57085.06,199255.84,103586.64,10.970691,12.450233,0.6683182,3.6564803,5.25,0.6666667,100.0,125.190475,-5.794877,4.0,42.0,100.0,125.0,24.25,63.0,0.035589453,100.0,124.90476
110,2,15,0,Label 1,1.0,0.0,9.2426405,0.0,149.0,128.0,5.0,8.5440035,16.899494,3.379899,350583.0,704402.0,177145.0,147.0,124.0,148.95122,128.43903,152.0,134.0,6956.0,13987.0,3467.0,-0.32979575,0.9439794,0.011736263,0.9437804,0.3293769,0.028096545,0.022656905,0.020342575,-0.99953634,845540.8,2947428.2,147841.4,10615.0,20500.0,5165.0,8550.805,17180.537,4320.61,2.538333,1.2671411,845540.8,-836888.25,-15311.759,-836888.25,2947428.2,68918.11,-15311.759,68918.11,147841.4,0.25271747,-0.026114315,0.40999904,-0.14326666,-0.9896841,0.9896841,-0.14326666,41.0,-0.57349116,-0.9711204,-0.09854221,47676388.0,18665218.0,12954596.0,8970.0,3606.0,2762.0,461644.78,1806550.4,96359.17,15868.0,15673.0,5025.0,13771.343,5391.455,3741.94,-0.89794,4.0621953,0.12775539,461644.78,-229430.47,-9328.115,-229430.47,1806550.4,47570.973,-9328.115,47570.973,96359.17,4.4785705,19.319387,0.25428507,4.438374,2.25,0.82,149.22223,128.77777,-3.9012346,4.0,41.0,149.0,128.5,2.25,50.0,0.37037036,148.95122,128.43903
111,2,16,0,Label 1,1.0,0.0,75.01219,0.0,202.0,160.0,3.0,26.907248,93.15433,31.051443,3949966.0,8213034.0,1780808.0,200.0,155.0,212.46683,168.74448,231.0,193.0,6470.0,12366.0,3346.0,-0.45666882,-0.88922334,0.027118579,0.8886416,-0.45738742,-0.033359885,0.042068087,0.008864276,0.9990754,3714747.0,9203041.0,145466.81,15169.0,25973.0,5575.0,9705.076,20179.445,4375.4497,9.44618,7.410728,3714747.0,-3831500.0,-225355.08,-3831500.0,9203041.0,407098.4,-225355.08,407098.4,145466.81,0.59624845,-0.459357,0.040926356,0.025827214,-0.9996664,0.9996664,0.025827214,407.0,-0.5966904,-0.5778893,0.0057809018,87386400.0,40735852.0,23786412.0,7158.0,3803.0,2735.0,1502423.6,10323069.0,140789.22,19112.0,25756.0,8362.0,14147.062,6594.763,3850.8032,-0.88145584,3.0326927,1.6160134,1502423.6,-492356.8,-69477.02,-492356.8,10323069.0,409087.03,-69477.02,409087.03,140789.22,5.671617,9.907427,11.500695,13.602243,192.75,0.34550086,216.33722,176.01038,1.0741982,4.0,407.0,215.0,173.5,37673.582,1178.0,1.0513334,212.46683,168.74448
112,2,17,0,Label 1,1.0,0.0,13.071068,0.0,242.0,175.0,9.0,9.899495,33.213203,3.690356,651485.0,1259632.0,325998.0,238.0,171.0,241.91429,175.48572,248.0,182.0,7158.0,13663.0,3216.0,-0.49412316,-0.67626846,0.54635453,0.86852735,-0.35595843,0.3448969,-0.038763408,0.6449454,0.763245,2173341.8,4766082.5,755747.7,12948.0,22513.0,7970.0,9306.929,17994.742,4657.1143,3.3842313,1.728996,2173341.8,-2215708.5,-296072.75,-2215708.5,4766082.5,-404494.03,-296072.75,-404494.03,755747.7,0.68902624,0.082622476,1.6477574,-0.6314475,-0.77541864,0.77541864,-0.6314475,70.0,-0.4109396,-0.86821955,3.2834184,51413172.0,28889964.0,14479486.0,6545.0,3896.0,2893.0,2862019.0,23357388.0,159184.66,19112.0,25835.0,8362.0,13843.072,7778.6655,3898.623,-1.3327187,2.0664742,1.3528988,2862019.0,-4101630.2,-216458.36,-4101630.2,23357388.0,900934.56,-216458.36,900934.56,159184.66,3.548522,3.2427807,7.4236093,4.7061334,10.0,0.6363636,243.525,176.9,1.5,4.0,70.0,242.5,176.0,162.0,110.0,1.4142135,241.91429,175.48572
113,2,18,0,Label 1,1.0,0.0,69.941124,1.0,116.0,216.0,3.0,16.124516,98.08326,28.280207,3565306.0,8177643.0,1650106.0,101.0,189.0,110.76503,208.3825,121.0,227.0,5824.0,12478.0,3393.0,-0.31480792,0.94400615,-0.09873354,0.9479942,0.31786105,0.016475784,0.046936788,-0.088412106,-0.99497753,3831350.0,22991608.0,369760.4,15255.0,33784.0,7527.0,9741.273,22343.287,4508.4863,10.240291,5.0974603,3831350.0,-7145305.5,-468211.78,-7145305.5,22991608.0,1084703.2,-468211.78,1084703.2,369760.4,0.5877603,0.40056115,1.5907158,0.07198812,-0.99740547,0.99740547,0.07198812,366.0,-0.083746366,-0.71110463,4.2792883,81324460.0,40448296.0,21694820.0,6751.0,3776.0,2497.0,2051297.4,14308634.0,117680.69,18882.0,31672.0,6225.0,14138.468,7032.04,3771.7002,-1.6153647,2.9073439,0.5257225,2051297.4,-2129475.5,-96533.56,-2129475.5,14308634.0,496449.1,-96533.56,496449.1,117680.69,6.05516,9.284008,1.376457,10.604737,65.666664,0.48157895,110.25381,206.6802,1.8935657,6.0,366.0,110.5,207.5,2801.0667,760.0,1.2713916,110.76503,208.3825
114,2,19,0,Label 1,1.0,0.0,10.656855,0.0,80.0,235.0,9.0,9.848858,28.384777,3.1538641,437002.0,878355.0,210823.0,77.0,231.0,79.960785,235.37254,84.0,241.0,6784.0,13946.0,3514.0,-0.41146278,0.9093278,-0.061817314,0.91040367,0.413267,0.01937824,0.043168224,-0.048305288,-0.99789935,1038834.3,3488579.0,142897.66,11640.0,20685.0,5052.0,8568.667,17222.646,4133.784,2.821516,1.4405513,1038834.3,-1390517.1,-83003.98,-1390517.1,3488579.0,151265.77,-83003.98,151265.77,142897.66,0.5996387,0.017964365,0.4872271,-0.3832381,-0.92364955,0.92364955,-0.3832381,51.0,0.21105096,-1.2707429,-0.48736167,49360120.0,24298454.0,13281583.0,6751.0,3966.0,2594.0,1793924.6,12946344.0,119264.97,18340.0,27419.0,5506.0,13904.259,6844.635,3741.291,-1.7423017,2.6783824,0.45349368,1793924.6,-2477448.8,-117453.39,-2477448.8,12946344.0,477402.66,-117453.39,477402.66,119264.97,6.2494445,7.1248393,1.1039526,3.9222255,6.3333335,0.7285714,80.10526,235.8421,0.0,3.0,51.0,80.0,235.5,22.333334,70.0,-1.3896362,79.960785,235.37254
115,2,20,0,Label 1,1.0,0.0,12.2426405,0.0,107.0,239.0,10.0,11.401754,35.62742,3.5627418,580213.0,1133775.0,288149.0,102.0,236.0,107.50769,239.63077,114.0,245.0,6751.0,13014.0,3342.0,-0.52037835,0.8132598,-0.26041287,0.8538815,0.49900004,-0.14793716,0.009634691,-0.29934502,-0.9540963,2209006.0,4889940.5,213955.69,12685.0,21657.0,5506.0,8926.354,17442.691,4433.0615,3.2209423,1.6316302,2209006.0,-2596136.8,-154495.44,-2596136.8,4889940.5,-23543.535,-154495.44,-23543.535,213955.69,0.6103002,-0.15135852,0.07416655,0.8788637,0.47707295,0.47707295,-0.8788637,65.0,-0.42516044,-0.9158111,-0.17619823,50884784.0,32017138.0,14117518.0,6113.0,3993.0,2497.0,3395639.0,26739998.0,183617.9,18369.0,33784.0,7527.0,13812.373,8690.862,3832.1167,-1.5827739,1.9162344,1.6354611,3395639.0,-6369166.0,-351371.44,-6369166.0,26739998.0,1239616.8,-351371.44,1239616.8,183617.9,2.7776527,3.2513382,7.6366596,4.7433352,10.75,0.6018519,107.48837,240.55814,-2.8238003,4.0,65.0,107.5,240.0,90.916664,108.0,0.29501927,107.50769,239.63077
116,2,21,0,Label 1,1.0,0.0,58.04163,0.0,28.0,256.0,2.0,9.899495,58.04163,29.020815,2186319.0,4600520.0,990728.0,26.0,245.0,32.399143,259.60086,45.0,275.0,6402.0,10320.0,3099.0,-0.4114241,0.9102423,-0.04678812,0.90948355,0.413363,0.04439265,0.059748545,-0.024288818,-0.9979179,4116318.0,16224760.0,221834.66,15301.0,29016.0,6267.0,9383.344,19744.72,4252.0513,9.231998,3.584191,4116318.0,-6884956.0,-492121.22,-6884956.0,16224760.0,1037780.9,-492121.22,1037780.9,221834.66,0.82959753,0.0687441,1.0415716,0.25313237,-0.96743166,0.96743166,0.25313237,233.0,0.008711748,-0.6028922,2.4257302,71149480.0,29617316.0,18841068.0,6377.0,3831.0,2607.0,966733.56,6091733.5,104487.836,17825.0,29263.0,6507.0,13967.311,5814.1567,3698.6787,-1.3022026,5.043513,0.3766791,966733.56,-661431.5,-34754.965,-661431.5,6091733.5,202120.22,-34754.965,202120.22,104487.836,9.928564,29.827038,1.8512943,7.791568,84.25,0.40877193,36.798218,259.43027,3.417099,4.0,233.0,35.0,259.5,15599.583,570.0,1.8411068,32.399143,259.60086
117,2,22,0,Label 1,1.0,0.0,21.142136,0.0,134.0,256.0,13.0,15.524175,46.698486,3.5921912,847218.0,1761473.0,418205.0,125.0,250.0,133.81053,254.3158,143.0,259.0,7457.0,13041.0,3432.0,-0.23601262,0.9637466,-0.12446071,0.9680905,0.2442923,0.055875577,0.08425469,-0.10730189,-0.99065,1013137.4,4582016.5,203784.17,11726.0,24108.0,5511.0,8918.084,18541.82,4402.1577,5.1058245,1.9426479,1013137.4,-918595.1,-158581.88,-918595.1,4582016.5,364637.03,-158581.88,364637.03,203784.17,0.74434954,-0.11361076,0.18577926,0.9928911,-0.119026765,-0.119026765,-0.9928911,95.0,0.033252448,-0.34024015,-0.5652498,56782416.0,26022518.0,15406290.0,6751.0,3993.0,2497.0,1266645.5,6411884.5,113334.95,18340.0,21952.0,5506.0,13866.279,6354.705,3762.2197,-1.7614359,2.8082838,0.42234635,1266645.5,-1092281.0,-76310.49,-1092281.0,6411884.5,278389.12,-76310.49,278389.12,113334.95,8.769646,8.733506,0.9044762,5.133335,22.333334,0.58641976,133.05971,253.55225,0.0,3.0,95.0,133.5,254.0,217.33333,162.0,1.4149078,133.81053,254.3158
118,2,23,0,Label 1,1.0,0.0,72.28427,0.0,236.0,324.0,2.0,59.48109,72.28427,36.142136,2764466.0,5318125.0,1337745.0,214.0,301.0,236.05537,320.47882,271.0,331.0,7038.0,12079.0,3176.0,0.30241483,0.9507369,0.06815153,-0.9531013,0.30251467,0.009099214,-0.011965879,-0.067707054,0.99763346,1237116.4,3705810.2,165579.39,12622.0,22627.0,5957.0,9004.775,17322.883,4357.4756,18.024548,3.6922278,1237116.4,-870199.3,-65552.22,-870199.3,3705810.2,27117.775,-65552.22,27117.775,165579.39,0.6898855,-0.021735368,0.5660165,0.9171159,0.39862058,0.39862058,-0.9171159,307.0,-0.048749786,-0.5431178,1.4513602,96441040.0,44048252.0,26086452.0,7228.0,3675.0,2746.0,1149588.4,7355700.5,103911.46,17148.0,21375.0,5219.0,13904.418,6350.671,3761.0227,-1.1906915,2.4694178,0.1876075,1149588.4,-624964.1,-33128.203,-624964.1,7355700.5,230847.0,-33128.203,230847.0,103911.46,5.575254,5.981772,0.14945197,13.873969,350.75,0.17953217,243.30078,314.41055,2.8505864,4.0,307.0,242.0,315.5,288261.6,1710.0,1.7124405,236.05537,320.47882
119,2,24,0,Label 1,1.0,0.0,30.31371,0.0,177.0,321.0,3.0,27.658634,40.384777,13.461592,1467372.0,3325947.0,738740.0,164.0,316.0,177.32317,321.93903,192.0,329.0,5780.0,12130.0,3584.0,-0.43584478,0.89956284,0.028741164,0.89808863,0.43259484,0.07936342,0.0589591,0.060402244,-0.99643135,3417910.8,12141041.0,196600.19,14647.0,28559.0,5850.0,8947.391,20280.164,4504.512,7.438035,2.476802,3417910.8,-5540932.5,-346866.9,-5540932.5,12141041.0,795774.8,-346866.9,795774.8,196600.19,0.6536673,0.2786777,0.51187396,0.9836698,0.1799825,0.1799825,-0.9836698,164.0,-0.11310409,-0.3744161,-0.06360792,65848870.0,35329090.0,17959860.0,6089.0,3787.0,2661.0,2177024.5,12871858.0,124701.555,18121.0,28549.0,5771.0,14031.296,7528.0386,3826.9463,-1.4315625,1.6731604,0.39202103,2177024.5,-2693223.2,-141469.6,-2693223.2,12871858.0,475007.56,-141469.6,475007.56,124701.555,3.9578354,2.3503714,0.52189153,8.057331,50.0,0.45054945,177.645,322.05,1.6867777,4.0,164.0,177.5,322.0,1170.0,364.0,-1.045973,177.32317,321.93903
120,2,25,0,Label 1,1.0,0.0,14.899495,0.0,206.0,321.0,9.0,13.892444,32.79899,3.6443322,645010.0,1258523.0,298771.0,199.0,316.0,205.42857,320.2857,212.0,325.0,7228.0,15084.0,3528.0,-0.5997428,0.79770786,0.06301395,0.7987092,0.5919787,0.10781854,0.048704773,0.114993215,-0.9921716,1585307.2,2453956.5,103664.93,12021.0,21375.0,4928.0,9214.429,17978.9,4268.157,3.7383842,1.5078009,1585307.2,-1502830.6,-68372.58,-1502830.6,2453956.5,161391.9,-68372.58,161391.9,103664.93,0.44322032,0.19034779,-0.027632536,0.86858904,-0.49553314,-0.49553314,-0.86858904,70.0,-0.7939588,-0.80409443,-0.5714693,52082704.0,30830306.0,14451944.0,5780.0,3787.0,2661.0,3669992.8,20992248.0,146374.53,18121.0,28559.0,5850.0,13866.534,8208.281,3847.6953,-1.6806054,1.6549833,0.6675808,3669992.8,-5812628.0,-305978.75,-5812628.0,20992248.0,874364.5,-305978.75,874364.5,146374.53,3.23343,2.0916693,1.4344712,4.6486335,15.666667,0.5982906,204.36171,319.57446,0.0,3.0,70.0,205.0,320.0,197.33333,117.0,-0.42327315,205.42857,320.2857
121,2,26,0,Label 1,1.0,0.0,25.970562,0.0,132.0,327.0,2.0,20.615528,25.970562,12.985281,806917.0,1454511.0,362676.0,125.0,317.0,132.22989,325.10345,144.0,332.0,7832.0,12865.0,3077.0,-0.30671683,0.94602925,0.10465886,0.9510704,0.300316,0.0726318,0.037281077,0.12181534,-0.9918524,602557.94,2176054.0,127169.27,11501.0,19594.0,4988.0,9274.908,16718.518,4168.6895,6.201506,1.5069418,602557.94,-568038.44,9370.604,-568038.44,2176054.0,90656.555,9370.604,90656.555,127169.27,0.6378105,-0.3231229,-0.4010499,0.7640339,0.64517605,0.64517605,-0.7640339,87.0,0.22212237,-0.47463363,0.034375504,59122840.0,28732496.0,16230151.0,5945.0,3880.0,2436.0,1207078.1,8970439.0,129262.93,16597.0,25834.0,5369.0,13846.099,6728.922,3800.9722,-1.8029906,2.2781763,0.43197668,1207078.1,-1647605.2,-103201.52,-1647605.2,8970439.0,425536.22,-103201.52,425536.22,129262.93,8.078643,5.9716125,0.50682944,5.85324,66.0,0.30526316,134.77777,323.51514,0.0,3.0,87.0,134.0,324.0,4975.0,285.0,0.6251691,132.22989,325.10345
122,2,27,0,Label 1,1.0,0.0,28.970562,0.0,334.0,417.0,2.0,26.076809,28.970562,14.485281,1183996.0,2172084.0,532614.0,328.0,404.0,334.21774,414.57257,345.0,427.0,7382.0,11174.0,3515.0,0.057221625,-0.99701124,-0.051906377,-0.99835455,-0.057337932,0.00075317145,-0.0037271248,0.05177787,-0.9986517,1962587.5,9138232.0,108586.25,13298.0,26056.0,5157.0,9548.3545,17516.807,4295.2744,7.016373,2.022077,1962587.5,-412277.3,-96938.34,-412277.3,9138232.0,28242.586,-96938.34,28242.586,108586.25,0.70530903,0.6451007,0.22886023,0.6019367,-0.7985438,0.7985438,0.6019367,124.0,-0.114803165,-0.045703378,-0.30422258,62766476.0,29649720.0,17144596.0,7366.0,3682.0,2637.0,1289669.0,9311592.0,120895.4,17268.0,21303.0,6077.0,13782.714,6510.6987,3764.7334,-1.9135699,2.5625887,0.47937155,1289669.0,-1517240.5,-86999.51,-1517240.5,9311592.0,382684.4,-86999.51,382684.4,120895.4,7.406512,6.1815233,1.1419864,7.128223,89.0,0.31713554,336.82773,415.19852,0.0,3.0,124.0,336.0,415.0,5968.0,391.0,-0.89202595,334.21774,414.57257
123,2,28,0,Label 1,1.0,0.0,27.142136,0.0,326.0,433.0,2.0,14.3178215,27.142136,13.571068,928824.0,1863679.0,446604.0,325.0,425.0,330.2451,433.2451,338.0,443.0,7366.0,14303.0,3642.0,-0.49701434,-0.86764485,-0.013006771,0.8677296,-0.4970323,-0.0020400041,0.0046947864,0.012300272,-0.99991333,1009601.44,2238142.5,200850.61,12592.0,21303.0,6077.0,9106.117,18271.363,4378.4707,5.6608124,2.8165748,1009601.44,-1047228.44,-8384.781,-1047228.44,2238142.5,9465.613,-8384.781,9465.613,200850.61,0.5915949,-0.4080479,0.854972,-0.31348845,-0.949592,0.949592,-0.31348845,102.0,0.3421681,0.009237772,1.3236933,58843784.0,28665436.0,16019921.0,7382.0,4058.0,2732.0,1391807.1,9975105.0,116413.19,17268.0,26056.0,5392.0,13822.829,6733.7173,3763.195,-1.9563262,2.5140722,0.3805564,1391807.1,-1737390.1,-96131.05,-1737390.1,9975105.0,406330.75,-96131.05,406330.75,116413.19,7.0283484,6.3053327,0.41957292,5.0325413,33.0,0.43589744,331.58334,433.69696,2.1359777,4.0,102.0,331.0,433.5,1588.6666,234.0,1.492391,330.2451,433.2451
124,2,29,0,Label 1,1.0,0.0,33.970562,0.0,229.0,493.0,2.0,23.853722,33.970562,16.985281,1532441.0,3115306.0,726451.0,225.0,478.0,231.49419,491.69186,243.0,503.0,6789.0,13051.0,3396.0,-0.49197277,0.8675742,-0.07264857,0.86900467,0.49441862,0.019521343,0.05285502,-0.053527977,-0.9971665,1790584.9,3788616.2,121225.33,12274.0,21892.0,5290.0,8909.541,18112.244,4223.5522,7.938598,2.8427713,1790584.9,-1660591.0,-155229.58,-1660591.0,3788616.2,193073.58,-155229.58,193073.58,121225.33,0.68006414,-0.29826063,0.14507496,0.4748795,-0.88005084,0.88005084,0.4748795,172.0,-0.48535585,-0.70852387,-0.14206573,53307050.0,23075668.0,13977980.0,8948.0,4078.0,2378.0,711670.44,3483628.5,101366.125,17113.0,16365.0,5381.0,14042.952,6078.943,3682.292,-0.27297476,2.861068,0.1933579,711670.44,85750.11,-1605.3413,85750.11,3483628.5,107381.53,-1605.3413,107381.53,101366.125,1.9798553,8.635237,0.35613224,7.7184224,69.5,0.38222224,234.74101,488.95325,2.5903873,4.0,172.0,233.5,490.0,9243.667,450.0,1.6436551,231.49419,491.69186
125,2,30,0,Label 1,1.0,0.0,1.0,0.0,333.0,511.0,1.0,1.0,1.0,1.0,2782079.0,4868928.0,1218721.0,328.0,478.0,337.9582,490.61325,357.0,512.0,6267.0,11924.0,3203.0,-0.6825749,0.73075366,-0.009515505,0.7289492,0.681704,0.06255229,0.05219707,0.035760302,-0.99799633,3590355.8,3965171.2,142856.53,14499.0,21132.0,5499.0,9693.655,16964.906,4246.4146,11.911171,4.415351,3590355.8,-2871175.0,-213009.31,-2871175.0,3965171.2,268130.75,-213009.31,268130.75,142856.53,0.4665804,-0.034716636,0.1273279,-0.61207294,-0.7908013,0.7908013,-0.61207294,287.0,-0.56197745,-0.8763141,0.04280668,61716784.0,38702508.0,16626825.0,6214.0,4021.0,2703.0,4717403.5,42585764.0,192229.72,19549.0,38677.0,6544.0,14204.093,8907.366,3826.657,-0.9144959,2.557875,1.2492537,4717403.5,-8001566.0,-332939.2,-8001566.0,42585764.0,1831226.5,-332939.2,1831226.5,192229.72,1.6058191,6.254875,3.0534933,11.181526,174.75,0.29107505,343.65952,496.09586,3.4912422,4.0,287.0,342.0,494.5,74372.25,986.0,1.8657545,337.9582,490.61325
126,2,31,0,Label 1,1.0,0.0,37.79899,0.0,301.0,488.0,2.0,24.41311,37.79899,18.899494,1897550.0,4496338.0,805353.0,293.0,480.0,301.54395,490.87912,314.0,506.0,6214.0,12537.0,3374.0,-0.43482825,0.8936101,-0.1112897,0.8999174,0.43570474,-0.017605973,0.032756574,-0.10780712,-0.993632,8535692.0,31416300.0,240240.94,17223.0,34270.0,6215.0,10426.099,24705.154,4425.0166,8.063529,3.2486324,8535692.0,-14414970.0,-680124.94,-14414970.0,31416300.0,1061099.8,-680124.94,1061099.8,240240.94,0.53930175,-0.21082619,0.5448961,-0.5382943,-0.8427569,0.8427569,-0.5382943,182.0,-0.7553317,-1.1649015,0.5021342,54611236.0,37551750.0,14866858.0,6557.0,4365.0,2740.0,5931503.5,47562940.0,194532.31,19940.0,38677.0,6544.0,14243.933,9794.406,3877.6365,-0.8006704,2.0371358,1.0438087,5931503.5,-10070168.0,-407698.44,-10070168.0,47562940.0,1922745.2,-407698.44,1922745.2,194532.31,0.76107526,3.6733384,2.316283,8.40552,91.0,0.33333334,303.72803,493.31042,0.37079063,4.0,182.0,303.0,492.5,9906.0,546.0,1.0466632,301.54395,490.87912
127,2,32,0,Label 1,1.0,0.0,24.213203,0.0,308.0,501.0,10.0,23.345236,43.112698,4.3112698,1224010.0,2729087.0,505877.0,299.0,493.0,308.26605,500.8532,317.0,510.0,7161.0,15385.0,3635.0,-0.44738117,0.88402855,-0.1354384,0.89358914,0.44806668,-0.027106142,0.03672283,-0.13315305,-0.9904149,8027298.0,28271536.0,229450.95,18337.0,36692.0,5815.0,11229.449,25037.496,4641.073,6.3055243,1.4307735,8027298.0,-13516659.0,-705574.56,-13516659.0,28271536.0,1079090.2,-705574.56,1079090.2,229450.95,0.6645234,0.0068806726,0.3761531,0.7208746,-0.6930655,-0.6930655,-0.7208746,109.0,-0.65864825,-0.8566879,0.041392796,40815910.0,33890972.0,11260968.0,6214.0,4619.0,2908.0,8836778.0,58640748.0,208853.12,19940.0,38677.0,6544.0,14331.431,11899.92,3953.9915,-0.8872051,1.4895523,0.99154973,8836778.0,-16929412.0,-657901.2,-16929412.0,58640748.0,2225813.8,-657901.2,2225813.8,208853.12,-0.04773014,1.4053332,1.9783883,5.8439612,98.5,0.35620916,307.07614,501.0812,0.0,2.0,109.0,307.5,501.0,180.5,306.0,0.0,308.26605,500.8532
128,2,33,0,Label 1,1.0,0.0,25.970562,0.0,361.0,502.0,2.0,23.345236,25.970562,12.985281,754302.0,1139476.0,333211.0,352.0,493.0,360.18518,500.95062,371.0,510.0,8134.0,11673.0,3363.0,0.21860501,0.97252136,-0.080087535,-0.9635587,0.22809768,0.13973598,0.15416402,0.046622053,0.9869447,430212.9,858654.5,173876.23,11071.0,16160.0,5347.0,9312.37,14067.6045,4113.716,6.813785,1.1076819,430212.9,-100440.44,36499.254,-100440.44,858654.5,-107682.32,36499.254,-107682.32,173876.23,0.5553693,-0.23712313,0.3057668,0.8151575,0.5792394,0.5792394,-0.8151575,81.0,-0.17868961,-0.26733136,-0.24365376,40833252.0,23449156.0,10943925.0,6267.0,4021.0,2464.0,4126135.5,14615705.0,133694.11,19001.0,21132.0,5499.0,14065.881,8077.5596,3769.8674,-1.174953,1.4003674,0.51064676,4126135.5,-3999688.2,-225909.77,-3999688.2,14615705.0,729865.0,-225909.77,729865.0,133694.11,2.1998942,1.1592016,0.700432,5.3774533,121.0,0.250774,361.27274,501.01654,0.0,2.0,81.0,361.0,501.0,200.0,323.0,0.0,360.18518,500.95062
129,2,34,0,Label 1,1.0,0.0,23.142136,0.0,285.0,507.0,2.0,9.433981,23.142136,11.571068,815984.0,1671705.0,336294.0,274.0,500.0,283.3875,506.1625,291.0,512.0,7967.0,13635.0,3410.0,-0.37938014,0.92491853,0.024422497,0.9249946,0.37853792,0.03307694,0.021348631,0.03513941,-0.9991544,2365074.2,7738694.0,117496.8,15189.0,25019.0,5203.0,10199.8,20896.312,4203.675,4.6301055,2.5269663,2365074.2,-2650903.0,-32687.715,-2650903.0,7738694.0,187681.98,-32687.715,187681.98,117496.8,0.9669335,-0.71485186,0.027860759,0.8461413,-0.5329586,-0.5329586,-0.8461413,80.0,0.5955794,-0.4134192,-0.20335816,32837592.0,26945570.0,9259751.0,6214.0,4365.0,2740.0,7045584.0,77944400.0,249309.02,19940.0,38677.0,6230.0,13931.943,11432.146,3928.6174,-0.75352937,1.4435632,1.010643,7045584.0,-16761567.0,-685271.25,-16761567.0,77944400.0,3068424.2,-685271.25,3068424.2,249309.02,0.5341654,0.7317053,1.531528,5.730396,41.333332,0.39215687,281.10483,505.07257,0.0,3.0,80.0,282.0,505.5,1200.3334,204.0,1.6014876,283.3875,506.1625
